ID,ROUTE,DIRECTION,DAYPART,SCH_STOPPOINT_SEQNO
506270,1R,SOUTHBOUND,PM PEAK,10
506271,1R,SOUTHBOUND,PM PEAK,11
506272,1R,SOUTHBOUND,PM PEAK,
506273,1R,SOUTHBOUND,PM PEAK,
506274,1R,SOUTHBOUND,PM PEAK,
506275,1R,SOUTHBOUND,PM PEAK,
506296,1R,NORTHBOUND,MIDDAY,25
506297,1R,NORTHBOUND,MIDDAY,31
506298,1R,NORTHBOUND,MIDDAY,31
506299,1R,NORTHBOUND,MIDDAY,33
506300,1R,NORTHBOUND,MIDDAY,33
506326,1R,SOUTHBOUND,PM PEAK,14
506327,1R,SOUTHBOUND,PM PEAK,22
506328,1R,SOUTHBOUND,PM PEAK,14
506329,1R,SOUTHBOUND,PM PEAK,16
506331,1R,SOUTHBOUND,PM PEAK,20
506332,1R,SOUTHBOUND,PM PEAK,19
506333,1R,SOUTHBOUND,PM PEAK,19
506376,1R,SOUTHBOUND,PM PEAK,13
506377,1R,SOUTHBOUND,PM PEAK,
506378,1R,SOUTHBOUND,PM PEAK,13
506379,1R,SOUTHBOUND,PM PEAK,13
506380,1R,SOUTHBOUND,PM PEAK,11
506381,1R,SOUTHBOUND,PM PEAK,
506382,1R,SOUTHBOUND,PM PEAK,2
506383,1R,SOUTHBOUND,PM PEAK,
506384,1R,SOUTHBOUND,PM PEAK,9
506401,1R,SOUTHBOUND,PM PEAK,
506402,1R,SOUTHBOUND,PM PEAK,2
506403,1R,SOUTHBOUND,PM PEAK,2
506404,1R,SOUTHBOUND,PM PEAK,
506405,1R,SOUTHBOUND,PM PEAK,
506406,1R,SOUTHBOUND,PM PEAK,
506407,1R,SOUTHBOUND,PM PEAK,
506409,1R,SOUTHBOUND,PM PEAK,
506410,1R,SOUTHBOUND,PM PEAK,2
506411,1R,SOUTHBOUND,PM PEAK,
506412,1R,SOUTHBOUND,PM PEAK,
506414,1R,SOUTHBOUND,PM PEAK,4
506415,1R,SOUTHBOUND,PM PEAK,
506416,1R,SOUTHBOUND,PM PEAK,3
506417,1R,SOUTHBOUND,PM PEAK,8
506419,1R,SOUTHBOUND,PM PEAK,
506420,1R,SOUTHBOUND,PM PEAK,
506422,1R,SOUTHBOUND,PM PEAK,4
506423,1R,SOUTHBOUND,PM PEAK,
506424,1R,SOUTHBOUND,PM PEAK,
506425,1R,SOUTHBOUND,PM PEAK,
506427,1R,SOUTHBOUND,PM PEAK,2
506428,1R,SOUTHBOUND,PM PEAK,2
506429,1R,SOUTHBOUND,PM PEAK,3
506430,1R,SOUTHBOUND,PM PEAK,3
506431,1R,SOUTHBOUND,PM PEAK,3
506432,1R,SOUTHBOUND,PM PEAK,3
506433,1R,SOUTHBOUND,PM PEAK,3
506434,1R,SOUTHBOUND,PM PEAK,3
506435,1R,SOUTHBOUND,PM PEAK,3
506436,1R,SOUTHBOUND,PM PEAK,3
506437,1R,SOUTHBOUND,PM PEAK,4
506438,1R,SOUTHBOUND,PM PEAK,4
506439,1R,SOUTHBOUND,PM PEAK,4
506440,1R,SOUTHBOUND,PM PEAK,7
506441,1R,SOUTHBOUND,PM PEAK,2
506442,1R,SOUTHBOUND,PM PEAK,10
506443,1R,SOUTHBOUND,PM PEAK,13
506444,1R,SOUTHBOUND,PM PEAK,3
506445,1R,SOUTHBOUND,PM PEAK,8
506449,1R,SOUTHBOUND,PM PEAK,14
506450,1R,SOUTHBOUND,PM PEAK,15
506477,1R,NORTHBOUND,MIDDAY,27
506478,1R,NORTHBOUND,MIDDAY,27
506479,1R,NORTHBOUND,MIDDAY,27
506480,1R,NORTHBOUND,MIDDAY,35
506482,1R,NORTHBOUND,MIDDAY,28
506483,1R,NORTHBOUND,MIDDAY,32
506484,1R,NORTHBOUND,MIDDAY,31
506485,1R,NORTHBOUND,MIDDAY,
506486,1R,NORTHBOUND,MIDDAY,35
506487,1R,NORTHBOUND,MIDDAY,36
506488,1R,NORTHBOUND,MIDDAY,36
506490,1R,NORTHBOUND,MIDDAY,36
506492,1R,NORTHBOUND,MIDDAY,36
506493,1R,NORTHBOUND,MIDDAY,35
506494,1R,NORTHBOUND,MIDDAY,34
506495,1R,NORTHBOUND,MIDDAY,19
506496,1R,NORTHBOUND,MIDDAY,33
506497,1R,NORTHBOUND,MIDDAY,32
506499,1R,NORTHBOUND,MIDDAY,
506500,1R,NORTHBOUND,MIDDAY,22
506701,1R,NORTHBOUND,AM PEAK,12
506702,1R,NORTHBOUND,AM PEAK,12
506703,1R,NORTHBOUND,AM PEAK,22
506704,1R,NORTHBOUND,AM PEAK,14
506705,1R,NORTHBOUND,AM PEAK,22
506707,1R,NORTHBOUND,AM PEAK,22
506708,1R,NORTHBOUND,AM PEAK,24
506709,1R,NORTHBOUND,AM PEAK,32
506710,1R,NORTHBOUND,AM PEAK,30
506711,1R,NORTHBOUND,AM PEAK,29
506712,1R,NORTHBOUND,AM PEAK,30
506713,1R,NORTHBOUND,AM PEAK,32
506714,1R,NORTHBOUND,AM PEAK,35
506716,1R,SOUTHBOUND,AM PEAK,11
506717,1R,SOUTHBOUND,AM PEAK,2
506718,1R,SOUTHBOUND,AM PEAK,16
506719,1R,SOUTHBOUND,AM PEAK,2
506720,1R,SOUTHBOUND,AM PEAK,2
506721,1R,SOUTHBOUND,AM PEAK,1
506722,1R,SOUTHBOUND,AM PEAK,6
506724,1R,SOUTHBOUND,AM PEAK,5
506725,1R,SOUTHBOUND,AM PEAK,15
506726,1R,NORTHBOUND,AM PEAK,1
506727,1R,NORTHBOUND,AM PEAK,1
506728,1R,NORTHBOUND,AM PEAK,
506729,1R,NORTHBOUND,AM PEAK,
506730,1R,NORTHBOUND,AM PEAK,
506732,1R,NORTHBOUND,AM PEAK,9
506733,1R,NORTHBOUND,AM PEAK,
506734,1R,NORTHBOUND,AM PEAK,8
506735,1R,NORTHBOUND,AM PEAK,
506736,1R,NORTHBOUND,AM PEAK,
506737,1R,NORTHBOUND,AM PEAK,9
506738,1R,NORTHBOUND,AM PEAK,11
506739,1R,NORTHBOUND,AM PEAK,17
506740,1R,NORTHBOUND,AM PEAK,
506741,1R,NORTHBOUND,AM PEAK,
506742,1R,NORTHBOUND,AM PEAK,26
506743,1R,NORTHBOUND,AM PEAK,26
506744,1R,NORTHBOUND,AM PEAK,28
506745,1R,NORTHBOUND,AM PEAK,28
506746,1R,NORTHBOUND,AM PEAK,
506747,1R,NORTHBOUND,AM PEAK,
506748,1R,NORTHBOUND,AM PEAK,
506749,1R,SOUTHBOUND,AM PEAK,4
506750,1R,SOUTHBOUND,AM PEAK,4
506751,1R,SOUTHBOUND,AM PEAK,8
506752,1R,SOUTHBOUND,AM PEAK,10
506753,1R,SOUTHBOUND,AM PEAK,12
506754,1R,SOUTHBOUND,AM PEAK,12
506755,1R,SOUTHBOUND,AM PEAK,13
506756,1R,SOUTHBOUND,AM PEAK,13
506757,1R,SOUTHBOUND,AM PEAK,3
506758,1R,SOUTHBOUND,AM PEAK,8
506759,1R,SOUTHBOUND,AM PEAK,22
506760,1R,NORTHBOUND,AM PEAK,1
506761,1R,NORTHBOUND,AM PEAK,1
506762,1R,NORTHBOUND,AM PEAK,1
506763,1R,NORTHBOUND,AM PEAK,1
506764,1R,NORTHBOUND,AM PEAK,2
506765,1R,NORTHBOUND,AM PEAK,1
506766,1R,NORTHBOUND,AM PEAK,2
506767,1R,NORTHBOUND,AM PEAK,2
506768,1R,NORTHBOUND,AM PEAK,3
506769,1R,NORTHBOUND,AM PEAK,6
506770,1R,NORTHBOUND,AM PEAK,6
506771,1R,NORTHBOUND,AM PEAK,8
506772,1R,NORTHBOUND,AM PEAK,8
506774,1R,NORTHBOUND,AM PEAK,9
506775,1R,NORTHBOUND,AM PEAK,9
506776,1R,NORTHBOUND,AM PEAK,9
506777,1R,NORTHBOUND,AM PEAK,9
506778,1R,NORTHBOUND,AM PEAK,10
506779,1R,NORTHBOUND,AM PEAK,11
506780,1R,NORTHBOUND,AM PEAK,12
506782,1R,NORTHBOUND,AM PEAK,24
506783,1R,NORTHBOUND,AM PEAK,11
506784,1R,NORTHBOUND,AM PEAK,13
506785,1R,NORTHBOUND,AM PEAK,15
506786,1R,NORTHBOUND,AM PEAK,15
506787,1R,NORTHBOUND,AM PEAK,10
506788,1R,NORTHBOUND,AM PEAK,16
506790,1R,NORTHBOUND,AM PEAK,17
506791,1R,NORTHBOUND,AM PEAK,18
506792,1R,NORTHBOUND,AM PEAK,19
506793,1R,NORTHBOUND,AM PEAK,19
506794,1R,NORTHBOUND,AM PEAK,21
506795,1R,NORTHBOUND,AM PEAK,23
506796,1R,NORTHBOUND,AM PEAK,16
506797,1R,NORTHBOUND,AM PEAK,15
506798,1R,NORTHBOUND,AM PEAK,26
506804,1R,NORTHBOUND,AM PEAK,35
506805,1R,NORTHBOUND,AM PEAK,33
506807,1R,SOUTHBOUND,MIDDAY,
506808,1R,SOUTHBOUND,MIDDAY,4
506809,1R,SOUTHBOUND,MIDDAY,
506811,1R,SOUTHBOUND,MIDDAY,13
506812,1R,SOUTHBOUND,MIDDAY,
506813,1R,SOUTHBOUND,MIDDAY,
506814,1R,SOUTHBOUND,MIDDAY,12
506815,1R,SOUTHBOUND,MIDDAY,
506816,1R,SOUTHBOUND,MIDDAY,
506817,1R,SOUTHBOUND,MIDDAY,2
506818,1R,SOUTHBOUND,MIDDAY,
506819,1R,SOUTHBOUND,MIDDAY,
506820,1R,SOUTHBOUND,MIDDAY,
506821,1R,SOUTHBOUND,MIDDAY,
506822,1R,SOUTHBOUND,MIDDAY,
506826,1R,SOUTHBOUND,PM PEAK,2
506827,1R,SOUTHBOUND,PM PEAK,2
506829,1R,SOUTHBOUND,PM PEAK,2
506830,1R,SOUTHBOUND,PM PEAK,2
506831,1R,SOUTHBOUND,PM PEAK,3
506832,1R,SOUTHBOUND,PM PEAK,3
506833,1R,SOUTHBOUND,PM PEAK,3
506834,1R,SOUTHBOUND,PM PEAK,10
506835,1R,SOUTHBOUND,PM PEAK,10
506836,1R,SOUTHBOUND,PM PEAK,7
506837,1R,SOUTHBOUND,PM PEAK,12
506838,1R,SOUTHBOUND,PM PEAK,1
506839,1R,SOUTHBOUND,PM PEAK,3
506840,1R,SOUTHBOUND,PM PEAK,13
506842,1R,SOUTHBOUND,PM PEAK,4
506843,1R,SOUTHBOUND,PM PEAK,11
506844,1R,SOUTHBOUND,PM PEAK,13
506845,1R,SOUTHBOUND,PM PEAK,13
506847,1R,SOUTHBOUND,PM PEAK,
506848,1R,NORTHBOUND,PM PEAK,3
506849,1R,NORTHBOUND,PM PEAK,2
506850,1R,NORTHBOUND,PM PEAK,6
506851,1R,NORTHBOUND,AM PEAK,9
506852,1R,NORTHBOUND,AM PEAK,
506853,1R,NORTHBOUND,AM PEAK,12
506854,1R,NORTHBOUND,AM PEAK,18
506855,1R,NORTHBOUND,AM PEAK,24
506856,1R,NORTHBOUND,AM PEAK,24
506857,1R,NORTHBOUND,AM PEAK,35
506858,1R,NORTHBOUND,AM PEAK,
506859,1R,NORTHBOUND,AM PEAK,35
506860,1R,NORTHBOUND,AM PEAK,32
506861,1R,NORTHBOUND,AM PEAK,35
506863,1R,NORTHBOUND,AM PEAK,32
506865,1R,NORTHBOUND,AM PEAK,37
506866,1R,SOUTHBOUND,AM PEAK,17
506868,1R,SOUTHBOUND,AM PEAK,17
506869,1R,SOUTHBOUND,AM PEAK,3
506870,1R,SOUTHBOUND,AM PEAK,4
506871,1R,SOUTHBOUND,AM PEAK,17
506872,1R,SOUTHBOUND,AM PEAK,17
506873,1R,SOUTHBOUND,AM PEAK,4
506874,1R,SOUTHBOUND,AM PEAK,2
506875,1R,SOUTHBOUND,AM PEAK,6
506877,1R,SOUTHBOUND,AM PEAK,4
506878,1R,SOUTHBOUND,AM PEAK,4
506879,1R,SOUTHBOUND,AM PEAK,2
506881,1R,SOUTHBOUND,AM PEAK,2
506882,1R,SOUTHBOUND,AM PEAK,25
506883,1R,SOUTHBOUND,AM PEAK,25
506884,1R,SOUTHBOUND,AM PEAK,17
506885,1R,SOUTHBOUND,AM PEAK,8
506886,1R,SOUTHBOUND,AM PEAK,25
506887,1R,SOUTHBOUND,AM PEAK,25
506888,1R,SOUTHBOUND,AM PEAK,17
506889,1R,SOUTHBOUND,AM PEAK,17
506890,1R,NORTHBOUND,AM PEAK,1
506891,1R,NORTHBOUND,AM PEAK,1
506892,1R,NORTHBOUND,AM PEAK,1
506893,1R,NORTHBOUND,AM PEAK,3
506894,1R,NORTHBOUND,AM PEAK,4
506895,1R,NORTHBOUND,AM PEAK,2
506896,1R,NORTHBOUND,AM PEAK,4
506899,1R,NORTHBOUND,AM PEAK,2
506900,1R,NORTHBOUND,AM PEAK,4
506901,1R,NORTHBOUND,AM PEAK,6
506903,1R,NORTHBOUND,AM PEAK,8
506904,1R,NORTHBOUND,AM PEAK,8
506905,1R,NORTHBOUND,AM PEAK,5
506906,1R,NORTHBOUND,AM PEAK,8
506907,1R,NORTHBOUND,AM PEAK,9
506908,1R,NORTHBOUND,AM PEAK,8
506909,1R,NORTHBOUND,AM PEAK,8
506910,1R,NORTHBOUND,AM PEAK,10
506911,1R,NORTHBOUND,AM PEAK,14
506912,1R,NORTHBOUND,AM PEAK,15
506914,1R,NORTHBOUND,AM PEAK,16
506915,1R,NORTHBOUND,AM PEAK,11
506916,1R,NORTHBOUND,AM PEAK,16
506917,1R,NORTHBOUND,AM PEAK,17
506918,1R,NORTHBOUND,AM PEAK,17
506919,1R,NORTHBOUND,AM PEAK,12
506920,1R,NORTHBOUND,AM PEAK,33
506922,1R,NORTHBOUND,AM PEAK,35
506923,1R,NORTHBOUND,AM PEAK,24
506926,1R,NORTHBOUND,AM PEAK,25
506927,1R,NORTHBOUND,AM PEAK,35
506928,1R,NORTHBOUND,AM PEAK,35
506929,1R,NORTHBOUND,AM PEAK,35
506932,1R,NORTHBOUND,AM PEAK,35
506933,1R,NORTHBOUND,AM PEAK,36
506935,1R,NORTHBOUND,AM PEAK,36
506936,1R,NORTHBOUND,AM PEAK,36
506938,1R,SOUTHBOUND,MIDDAY,1
506939,1R,SOUTHBOUND,MIDDAY,2
506940,1R,SOUTHBOUND,MIDDAY,5
506941,1R,SOUTHBOUND,MIDDAY,2
506942,1R,SOUTHBOUND,MIDDAY,8
506944,1R,SOUTHBOUND,MIDDAY,10
506945,1R,SOUTHBOUND,MIDDAY,13
506946,1R,SOUTHBOUND,MIDDAY,13
506947,1R,SOUTHBOUND,MIDDAY,13
506948,1R,SOUTHBOUND,MIDDAY,6
506949,1R,SOUTHBOUND,MIDDAY,8
506950,1R,SOUTHBOUND,MIDDAY,2
506951,1R,SOUTHBOUND,MIDDAY,10
506952,1R,SOUTHBOUND,MIDDAY,2
506953,1R,SOUTHBOUND,MIDDAY,10
506954,1R,SOUTHBOUND,MIDDAY,12
506955,1R,SOUTHBOUND,MIDDAY,10
506956,1R,SOUTHBOUND,MIDDAY,10
506957,1R,SOUTHBOUND,MIDDAY,10
506958,1R,SOUTHBOUND,MIDDAY,10
506959,1R,SOUTHBOUND,MIDDAY,13
506960,1R,SOUTHBOUND,MIDDAY,2
506961,1R,SOUTHBOUND,MIDDAY,12
506963,1R,SOUTHBOUND,MIDDAY,12
506964,1R,SOUTHBOUND,MIDDAY,12
506965,1R,SOUTHBOUND,MIDDAY,13
506966,1R,SOUTHBOUND,MIDDAY,13
506967,1R,SOUTHBOUND,MIDDAY,12
506968,1R,SOUTHBOUND,MIDDAY,13
506969,1R,SOUTHBOUND,MIDDAY,14
506970,1R,SOUTHBOUND,MIDDAY,14
506971,1R,NORTHBOUND,MIDDAY,12
506972,1R,SOUTHBOUND,MIDDAY,15
506973,1R,SOUTHBOUND,MIDDAY,9
506974,1R,SOUTHBOUND,MIDDAY,16
506975,1R,SOUTHBOUND,MIDDAY,2
507094,1R,NORTHBOUND,PM PEAK,1
507095,1R,NORTHBOUND,PM PEAK,
507096,1R,NORTHBOUND,PM PEAK,8
507097,1R,NORTHBOUND,PM PEAK,
507098,1R,NORTHBOUND,PM PEAK,4
507099,1R,NORTHBOUND,PM PEAK,8
507100,1R,NORTHBOUND,PM PEAK,20
507101,1R,NORTHBOUND,PM PEAK,
507104,1R,NORTHBOUND,PM PEAK,
507105,1R,NORTHBOUND,PM PEAK,
507106,1R,NORTHBOUND,PM PEAK,
507107,1R,NORTHBOUND,PM PEAK,
507108,1R,NORTHBOUND,PM PEAK,
507109,1R,NORTHBOUND,PM PEAK,16
507110,1R,NORTHBOUND,PM PEAK,16
507111,1R,NORTHBOUND,PM PEAK,
507112,1R,NORTHBOUND,PM PEAK,
507113,1R,NORTHBOUND,PM PEAK,
507114,1R,NORTHBOUND,PM PEAK,
507115,1R,NORTHBOUND,PM PEAK,25
507116,1R,NORTHBOUND,PM PEAK,
507117,1R,NORTHBOUND,PM PEAK,
507118,1R,NORTHBOUND,PM PEAK,25
507119,1R,NORTHBOUND,PM PEAK,
507120,1R,NORTHBOUND,PM PEAK,
507121,1R,NORTHBOUND,PM PEAK,
507122,1R,NORTHBOUND,PM PEAK,
507123,1R,NORTHBOUND,PM PEAK,
507124,1R,SOUTHBOUND,PM PEAK,
507125,1R,SOUTHBOUND,PM PEAK,
507212,1R,NORTHBOUND,MIDDAY,10
507214,1R,NORTHBOUND,MIDDAY,7
507215,1R,NORTHBOUND,MIDDAY,6
507216,1R,NORTHBOUND,MIDDAY,16
507217,1R,NORTHBOUND,MIDDAY,3
507218,1R,NORTHBOUND,MIDDAY,10
507219,1R,NORTHBOUND,MIDDAY,11
507220,1R,NORTHBOUND,MIDDAY,13
507221,1R,NORTHBOUND,MIDDAY,13
507222,1R,NORTHBOUND,MIDDAY,16
507223,1R,NORTHBOUND,MIDDAY,17
507224,1R,NORTHBOUND,MIDDAY,30
507225,1R,NORTHBOUND,MIDDAY,23
507226,1R,NORTHBOUND,PM PEAK,6
507227,1R,NORTHBOUND,PM PEAK,8
507229,1R,NORTHBOUND,PM PEAK,8
507230,1R,NORTHBOUND,PM PEAK,8
507231,1R,NORTHBOUND,PM PEAK,18
507232,1R,NORTHBOUND,PM PEAK,10
507233,1R,NORTHBOUND,PM PEAK,10
507234,1R,NORTHBOUND,PM PEAK,12
507235,1R,NORTHBOUND,PM PEAK,18
507236,1R,NORTHBOUND,PM PEAK,18
507237,1R,NORTHBOUND,PM PEAK,22
507238,1R,NORTHBOUND,PM PEAK,22
507239,1R,NORTHBOUND,PM PEAK,22
507240,1R,NORTHBOUND,PM PEAK,22
507241,1R,NORTHBOUND,PM PEAK,23
507242,1R,NORTHBOUND,PM PEAK,22
507243,1R,NORTHBOUND,PM PEAK,22
507244,1R,NORTHBOUND,PM PEAK,22
507245,1R,NORTHBOUND,PM PEAK,22
507246,1R,NORTHBOUND,PM PEAK,21
507247,1R,NORTHBOUND,PM PEAK,29
507248,1R,NORTHBOUND,PM PEAK,
507250,1R,SOUTHBOUND,NIGHT,2
507277,1R,NORTHBOUND,MIDDAY,26
507278,1R,NORTHBOUND,MIDDAY,26
507279,1R,NORTHBOUND,MIDDAY,28
507280,1R,NORTHBOUND,MIDDAY,27
507281,1R,NORTHBOUND,MIDDAY,29
507282,1R,NORTHBOUND,MIDDAY,28
507283,1R,NORTHBOUND,MIDDAY,29
507284,1R,NORTHBOUND,MIDDAY,37
507285,1R,NORTHBOUND,MIDDAY,37
507286,1R,NORTHBOUND,MIDDAY,33
507289,1R,SOUTHBOUND,MIDDAY,2
507290,1R,SOUTHBOUND,MIDDAY,1
507291,1R,SOUTHBOUND,MIDDAY,3
507292,1R,SOUTHBOUND,MIDDAY,3
507293,1R,SOUTHBOUND,MIDDAY,4
507294,1R,SOUTHBOUND,MIDDAY,4
507295,1R,SOUTHBOUND,MIDDAY,3
507298,1R,SOUTHBOUND,MIDDAY,2
507300,1R,SOUTHBOUND,MIDDAY,6
507301,1R,SOUTHBOUND,MIDDAY,5
507302,1R,SOUTHBOUND,MIDDAY,13
507303,1R,SOUTHBOUND,MIDDAY,2
507304,1R,SOUTHBOUND,MIDDAY,
507305,1R,SOUTHBOUND,MIDDAY,3
507307,1R,SOUTHBOUND,MIDDAY,11
507308,1R,SOUTHBOUND,MIDDAY,
507309,1R,SOUTHBOUND,MIDDAY,5
507310,1R,SOUTHBOUND,MIDDAY,20
507311,1R,NORTHBOUND,MIDDAY,1
507312,1R,NORTHBOUND,MIDDAY,1
507313,1R,NORTHBOUND,MIDDAY,1
507314,1R,NORTHBOUND,MIDDAY,2
507315,1R,NORTHBOUND,MIDDAY,3
507316,1R,NORTHBOUND,MIDDAY,3
507317,1R,NORTHBOUND,MIDDAY,6
507318,1R,NORTHBOUND,MIDDAY,7
507319,1R,NORTHBOUND,MIDDAY,
507320,1R,NORTHBOUND,MIDDAY,9
507321,1R,NORTHBOUND,MIDDAY,11
507323,1R,NORTHBOUND,MIDDAY,19
507324,1R,NORTHBOUND,MIDDAY,21
507353,1R,NORTHBOUND,MIDDAY,23
507354,1R,NORTHBOUND,MIDDAY,16
507355,1R,NORTHBOUND,MIDDAY,16
507356,1R,NORTHBOUND,MIDDAY,11
507359,1R,NORTHBOUND,MIDDAY,9
507360,1R,NORTHBOUND,MIDDAY,16
507361,1R,NORTHBOUND,MIDDAY,24
507362,1R,NORTHBOUND,MIDDAY,16
507363,1R,NORTHBOUND,MIDDAY,11
507365,1R,NORTHBOUND,MIDDAY,12
507366,1R,NORTHBOUND,MIDDAY,17
507367,1R,NORTHBOUND,MIDDAY,
507369,1R,NORTHBOUND,MIDDAY,17
507370,1R,NORTHBOUND,MIDDAY,24
507371,1R,NORTHBOUND,MIDDAY,18
507372,1R,NORTHBOUND,MIDDAY,24
507373,1R,NORTHBOUND,MIDDAY,24
507374,1R,NORTHBOUND,MIDDAY,22
507375,1R,NORTHBOUND,MIDDAY,25
507377,1R,SOUTHBOUND,NIGHT,10
507378,1R,SOUTHBOUND,NIGHT,4
507379,1R,SOUTHBOUND,NIGHT,9
507380,1R,SOUTHBOUND,NIGHT,12
507381,1R,SOUTHBOUND,NIGHT,12
507382,1R,SOUTHBOUND,NIGHT,9
507384,1R,SOUTHBOUND,NIGHT,7
507385,1R,SOUTHBOUND,NIGHT,13
507387,1R,SOUTHBOUND,NIGHT,17
508567,1R,NORTHBOUND,AM PEAK,9
508585,1R,SOUTHBOUND,MIDDAY,10
509072,1R,NORTHBOUND,AM PEAK,4
509835,1R,NORTHBOUND,AM PEAK,14
510073,1R,NORTHBOUND,AM PEAK,35
511315,1R,SOUTHBOUND,PM PEAK,4
511952,1R,NORTHBOUND,PM PEAK,14
516964,1R,SOUTHBOUND,AM PEAK,10
518072,1R,SOUTHBOUND,MIDDAY,4
518900,1R,SOUTHBOUND,AM PEAK,7
519014,1R,NORTHBOUND,MIDDAY,1
519016,1R,NORTHBOUND,MIDDAY,6
519017,1R,NORTHBOUND,MIDDAY,2
519018,1R,NORTHBOUND,MIDDAY,4
519019,1R,NORTHBOUND,MIDDAY,4
519021,1R,NORTHBOUND,MIDDAY,4
519022,1R,NORTHBOUND,MIDDAY,7
519023,1R,NORTHBOUND,MIDDAY,7
519024,1R,NORTHBOUND,MIDDAY,7
519291,1R,SOUTHBOUND,MIDDAY,13
519426,1R,NORTHBOUND,PM PEAK,29
519428,1R,SOUTHBOUND,PM PEAK,
519429,1R,SOUTHBOUND,PM PEAK,
519430,1R,SOUTHBOUND,PM PEAK,1
519431,1R,SOUTHBOUND,PM PEAK,
519433,1R,SOUTHBOUND,PM PEAK,2
519434,1R,SOUTHBOUND,PM PEAK,
519435,1R,SOUTHBOUND,PM PEAK,
519436,1R,SOUTHBOUND,PM PEAK,4
519437,1R,SOUTHBOUND,PM PEAK,2
519438,1R,SOUTHBOUND,PM PEAK,
519439,1R,SOUTHBOUND,PM PEAK,5
519441,1R,SOUTHBOUND,PM PEAK,
519442,1R,SOUTHBOUND,PM PEAK,13
519443,1R,SOUTHBOUND,PM PEAK,2
519452,1R,NORTHBOUND,MIDDAY,
519453,1R,NORTHBOUND,MIDDAY,
519454,1R,NORTHBOUND,MIDDAY,
519455,1R,NORTHBOUND,MIDDAY,
519456,1R,NORTHBOUND,MIDDAY,12
519457,1R,NORTHBOUND,MIDDAY,
519458,1R,NORTHBOUND,MIDDAY,
519459,1R,NORTHBOUND,MIDDAY,14
519460,1R,NORTHBOUND,MIDDAY,32
519461,1R,NORTHBOUND,MIDDAY,
519462,1R,NORTHBOUND,MIDDAY,
519463,1R,NORTHBOUND,MIDDAY,
519464,1R,NORTHBOUND,MIDDAY,
519465,1R,NORTHBOUND,MIDDAY,24
519466,1R,NORTHBOUND,MIDDAY,31
519468,1R,NORTHBOUND,MIDDAY,
519470,1R,NORTHBOUND,MIDDAY,
519471,1R,NORTHBOUND,MIDDAY,
519472,1R,SOUTHBOUND,MIDDAY,2
519473,1R,SOUTHBOUND,MIDDAY,2
519474,1R,SOUTHBOUND,MIDDAY,2
519475,1R,SOUTHBOUND,MIDDAY,
519676,1R,NORTHBOUND,AM PEAK,29
519680,1R,SOUTHBOUND,AM PEAK,
519681,1R,SOUTHBOUND,AM PEAK,
519682,1R,SOUTHBOUND,AM PEAK,
519683,1R,SOUTHBOUND,AM PEAK,
519684,1R,SOUTHBOUND,AM PEAK,1
519685,1R,SOUTHBOUND,AM PEAK,
519686,1R,SOUTHBOUND,AM PEAK,
519687,1R,SOUTHBOUND,AM PEAK,
519688,1R,SOUTHBOUND,AM PEAK,
519689,1R,SOUTHBOUND,AM PEAK,
519690,1R,SOUTHBOUND,AM PEAK,
519691,1R,SOUTHBOUND,AM PEAK,
519692,1R,SOUTHBOUND,AM PEAK,10
519693,1R,SOUTHBOUND,AM PEAK,
519694,1R,SOUTHBOUND,AM PEAK,
519695,1R,SOUTHBOUND,AM PEAK,
519696,1R,SOUTHBOUND,AM PEAK,
519697,1R,NORTHBOUND,MIDDAY,
519698,1R,NORTHBOUND,MIDDAY,
519699,1R,NORTHBOUND,MIDDAY,1
519700,1R,NORTHBOUND,MIDDAY,
519718,1R,NORTHBOUND,AM PEAK,1
519719,1R,NORTHBOUND,AM PEAK,1
519720,1R,NORTHBOUND,AM PEAK,1
519721,1R,NORTHBOUND,AM PEAK,2
519722,1R,NORTHBOUND,AM PEAK,
519723,1R,NORTHBOUND,AM PEAK,6
519724,1R,NORTHBOUND,AM PEAK,
519725,1R,NORTHBOUND,AM PEAK,
519726,1R,NORTHBOUND,AM PEAK,
519727,1R,NORTHBOUND,AM PEAK,28
519728,1R,NORTHBOUND,AM PEAK,
519729,1R,SOUTHBOUND,AM PEAK,3
519730,1R,SOUTHBOUND,AM PEAK,
519731,1R,SOUTHBOUND,AM PEAK,
519732,1R,SOUTHBOUND,AM PEAK,7
519734,1R,SOUTHBOUND,AM PEAK,1
519735,1R,SOUTHBOUND,AM PEAK,15
519736,1R,SOUTHBOUND,AM PEAK,9
519737,1R,SOUTHBOUND,AM PEAK,
519738,1R,SOUTHBOUND,AM PEAK,25
519739,1R,SOUTHBOUND,AM PEAK,14
519740,1R,SOUTHBOUND,AM PEAK,14
519741,1R,NORTHBOUND,MIDDAY,1
519742,1R,NORTHBOUND,MIDDAY,
519743,1R,NORTHBOUND,MIDDAY,
519744,1R,NORTHBOUND,MIDDAY,8
519745,1R,NORTHBOUND,MIDDAY,
519747,1R,NORTHBOUND,MIDDAY,18
519748,1R,NORTHBOUND,MIDDAY,
519749,1R,NORTHBOUND,MIDDAY,
519750,1R,NORTHBOUND,MIDDAY,
519808,1R,NORTHBOUND,AM PEAK,1
519809,1R,NORTHBOUND,AM PEAK,1
519810,1R,NORTHBOUND,AM PEAK,1
519811,1R,NORTHBOUND,AM PEAK,
519812,1R,NORTHBOUND,AM PEAK,3
