"survey","survey_year","survey_name","canonical_name","canonical_operator","technology"
"BART",2015,"BART___Richmond___Castro Valley","BART___Richmond___Castro Valley","BART","heavy rail"
"BART",2015,"BART___Richmond___Civic Center/UN Plaza","BART___Richmond___Civic Center/UN Plaza","BART","heavy rail"
"BART",2015,"BART___Richmond___Coliseum","BART___Richmond___Coliseum","BART","heavy rail"
"BART",2015,"BART___Richmond___Colma","BART___Richmond___Colma","BART","heavy rail"
"BART",2015,"BART___Richmond___Concord","BART___Richmond___Concord","BART","heavy rail"
"BART",2015,"BART___Richmond___Daly City","BART___Richmond___Daly City","BART","heavy rail"
"BART",2015,"BART___Richmond___Downtown Berkeley","BART___Richmond___Downtown Berkeley","BART","heavy rail"
"BART",2015,"BART___Richmond___Dublin/Pleasanton","BART___Richmond___Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___Richmond___El Cerrito del Norte","BART___Richmond___El Cerrito del Norte","BART","heavy rail"
"BART",2015,"BART___Richmond___El Cerrito Plaza","BART___Richmond___El Cerrito Plaza","BART","heavy rail"
"BART",2015,"BART___Richmond___Embarcadero","BART___Richmond___Embarcadero","BART","heavy rail"
"BART",2015,"BART___Richmond___Fremont","BART___Richmond___Fremont","BART","heavy rail"
"BART",2015,"BART___Richmond___Fruitvale","BART___Richmond___Fruitvale","BART","heavy rail"
"BART",2015,"BART___Richmond___Glen Park","BART___Richmond___Glen Park","BART","heavy rail"
"BART",2015,"BART___Richmond___Hayward","BART___Richmond___Hayward","BART","heavy rail"
"BART",2015,"BART___Richmond___Lafayette","BART___Richmond___Lafayette","BART","heavy rail"
"BART",2015,"BART___Richmond___Lake Merritt","BART___Richmond___Lake Merritt","BART","heavy rail"
"BART",2015,"BART___Richmond___MacArthur","BART___Richmond___MacArthur","BART","heavy rail"
"BART",2015,"BART___Richmond___Millbrae","BART___Richmond___Millbrae","BART","heavy rail"
"BART",2015,"BART___Richmond___Montgomery St.","BART___Richmond___Montgomery St.","BART","heavy rail"
"BART",2015,"BART___Richmond___North Berkeley","BART___Richmond___North Berkeley","BART","heavy rail"
"BART",2015,"BART___Richmond___North Concord/Martinez","BART___Richmond___North Concord/Martinez","BART","heavy rail"
"BART",2015,"BART___Richmond___Oakland International Airport","BART___Richmond___Oakland International Airport","BART","heavy rail"
"BART",2015,"BART___Richmond___Orinda","BART___Richmond___Orinda","BART","heavy rail"
"BART",2015,"BART___Richmond___Pittsburg/Bay Point","BART___Richmond___Pittsburg/Bay Point","BART","heavy rail"
"BART",2015,"BART___Richmond___Pleasant Hill/Contra Costa Centre","BART___Richmond___Pleasant Hill/Contra Costa Centre","BART","heavy rail"
"BART",2015,"BART___Richmond___Powell St.","BART___Richmond___Powell St.","BART","heavy rail"
"BART",2015,"BART___Richmond___Rockridge","BART___Richmond___Rockridge","BART","heavy rail"
"BART",2015,"BART___Richmond___San Bruno","BART___Richmond___San Bruno","BART","heavy rail"
"BART",2015,"BART___Richmond___San Francisco International Airport","BART___Richmond___San Francisco International Airport","BART","heavy rail"
"BART",2015,"BART___Richmond___San Leandro","BART___Richmond___San Leandro","BART","heavy rail"
"BART",2015,"BART___Richmond___South Hayward","BART___Richmond___South Hayward","BART","heavy rail"
"BART",2015,"BART___Richmond___South San Francisco","BART___Richmond___South San Francisco","BART","heavy rail"
"BART",2015,"BART___Richmond___Union City","BART___Richmond___Union City","BART","heavy rail"
"BART",2015,"BART___Richmond___Walnut Creek","BART___Richmond___Walnut Creek","BART","heavy rail"
"BART",2015,"BART___Richmond___West Dublin/Pleasanton","BART___Richmond___West Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___Richmond___West Oakland","BART___Richmond___West Oakland","BART","heavy rail"
"BART",2015,"BART___Rockridge___12th St. Oakland City Center","BART___Rockridge___12th St. Oakland City Center","BART","heavy rail"
"BART",2015,"BART___Rockridge___16th St. Mission","BART___Rockridge___16th St. Mission","BART","heavy rail"
"BART",2015,"BART___Rockridge___19th St. Oakland","BART___Rockridge___19th St. Oakland","BART","heavy rail"
"BART",2015,"BART___Rockridge___24th St. Mission","BART___Rockridge___24th St. Mission","BART","heavy rail"
"BART",2015,"BART___Rockridge___Ashby","BART___Rockridge___Ashby","BART","heavy rail"
"BART",2015,"BART___Rockridge___Balboa Park","BART___Rockridge___Balboa Park","BART","heavy rail"
"BART",2015,"BART___Rockridge___Bay Fair","BART___Rockridge___Bay Fair","BART","heavy rail"
"BART",2015,"BART___Rockridge___Castro Valley","BART___Rockridge___Castro Valley","BART","heavy rail"
"BART",2015,"BART___Rockridge___Civic Center/UN Plaza","BART___Rockridge___Civic Center/UN Plaza","BART","heavy rail"
"BART",2015,"BART___Rockridge___Coliseum","BART___Rockridge___Coliseum","BART","heavy rail"
"BART",2015,"BART___Rockridge___Colma","BART___Rockridge___Colma","BART","heavy rail"
"BART",2015,"BART___Rockridge___Concord","BART___Rockridge___Concord","BART","heavy rail"
"BART",2015,"BART___Rockridge___Daly City","BART___Rockridge___Daly City","BART","heavy rail"
"BART",2015,"BART___Rockridge___Downtown Berkeley","BART___Rockridge___Downtown Berkeley","BART","heavy rail"
"BART",2015,"BART___Rockridge___Dublin/Pleasanton","BART___Rockridge___Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___Rockridge___El Cerrito del Norte","BART___Rockridge___El Cerrito del Norte","BART","heavy rail"
"BART",2015,"BART___Rockridge___El Cerrito Plaza","BART___Rockridge___El Cerrito Plaza","BART","heavy rail"
"BART",2015,"BART___Rockridge___Embarcadero","BART___Rockridge___Embarcadero","BART","heavy rail"
"BART",2015,"BART___Rockridge___Fremont","BART___Rockridge___Fremont","BART","heavy rail"
"BART",2015,"BART___Rockridge___Fruitvale","BART___Rockridge___Fruitvale","BART","heavy rail"
"BART",2015,"BART___Rockridge___Glen Park","BART___Rockridge___Glen Park","BART","heavy rail"
"BART",2015,"BART___Rockridge___Hayward","BART___Rockridge___Hayward","BART","heavy rail"
"BART",2015,"BART___Rockridge___Lafayette","BART___Rockridge___Lafayette","BART","heavy rail"
"BART",2015,"BART___Rockridge___Lake Merritt","BART___Rockridge___Lake Merritt","BART","heavy rail"
"BART",2015,"BART___Rockridge___MacArthur","BART___Rockridge___MacArthur","BART","heavy rail"
"BART",2015,"BART___Rockridge___Millbrae","BART___Rockridge___Millbrae","BART","heavy rail"
"BART",2015,"BART___Rockridge___Montgomery St.","BART___Rockridge___Montgomery St.","BART","heavy rail"
"BART",2015,"BART___Rockridge___North Berkeley","BART___Rockridge___North Berkeley","BART","heavy rail"
"BART",2015,"BART___Rockridge___North Concord/Martinez","BART___Rockridge___North Concord/Martinez","BART","heavy rail"
"BART",2015,"BART___Rockridge___Oakland International Airport","BART___Rockridge___Oakland International Airport","BART","heavy rail"
"BART",2015,"BART___Rockridge___Orinda","BART___Rockridge___Orinda","BART","heavy rail"
"BART",2015,"BART___Rockridge___Pittsburg/Bay Point","BART___Rockridge___Pittsburg/Bay Point","BART","heavy rail"
"BART",2015,"BART___Rockridge___Pleasant Hill/Contra Costa Centre","BART___Rockridge___Pleasant Hill/Contra Costa Centre","BART","heavy rail"
"BART",2015,"BART___Rockridge___Powell St.","BART___Rockridge___Powell St.","BART","heavy rail"
"BART",2015,"BART___Rockridge___Richmond","BART___Rockridge___Richmond","BART","heavy rail"
"BART",2015,"BART___Rockridge___San Bruno","BART___Rockridge___San Bruno","BART","heavy rail"
"BART",2015,"BART___Rockridge___San Francisco International Airport","BART___Rockridge___San Francisco International Airport","BART","heavy rail"
"BART",2015,"BART___Rockridge___San Leandro","BART___Rockridge___San Leandro","BART","heavy rail"
"BART",2015,"BART___Rockridge___South Hayward","BART___Rockridge___South Hayward","BART","heavy rail"
"BART",2015,"BART___Rockridge___South San Francisco","BART___Rockridge___South San Francisco","BART","heavy rail"
"BART",2015,"BART___Rockridge___Union City","BART___Rockridge___Union City","BART","heavy rail"
"BART",2015,"BART___Rockridge___Walnut Creek","BART___Rockridge___Walnut Creek","BART","heavy rail"
"BART",2015,"BART___Rockridge___West Dublin/Pleasanton","BART___Rockridge___West Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___Rockridge___West Oakland","BART___Rockridge___West Oakland","BART","heavy rail"
"BART",2015,"BART___San Bruno___12th St. Oakland City Center","BART___San Bruno___12th St. Oakland City Center","BART","heavy rail"
"BART",2015,"BART___San Bruno___16th St. Mission","BART___San Bruno___16th St. Mission","BART","heavy rail"
"BART",2015,"BART___San Bruno___19th St. Oakland","BART___San Bruno___19th St. Oakland","BART","heavy rail"
"BART",2015,"BART___San Bruno___24th St. Mission","BART___San Bruno___24th St. Mission","BART","heavy rail"
"BART",2015,"BART___San Bruno___Ashby","BART___San Bruno___Ashby","BART","heavy rail"
"BART",2015,"BART___San Bruno___Balboa Park","BART___San Bruno___Balboa Park","BART","heavy rail"
"BART",2015,"BART___San Bruno___Bay Fair","BART___San Bruno___Bay Fair","BART","heavy rail"
"BART",2015,"BART___San Bruno___Castro Valley","BART___San Bruno___Castro Valley","BART","heavy rail"
"BART",2015,"BART___San Bruno___Civic Center/UN Plaza","BART___San Bruno___Civic Center/UN Plaza","BART","heavy rail"
"BART",2015,"BART___San Bruno___Coliseum","BART___San Bruno___Coliseum","BART","heavy rail"
"BART",2015,"BART___San Bruno___Colma","BART___San Bruno___Colma","BART","heavy rail"
"BART",2015,"BART___San Bruno___Concord","BART___San Bruno___Concord","BART","heavy rail"
"BART",2015,"BART___San Bruno___Daly City","BART___San Bruno___Daly City","BART","heavy rail"
"BART",2015,"BART___San Bruno___Downtown Berkeley","BART___San Bruno___Downtown Berkeley","BART","heavy rail"
"BART",2015,"BART___San Bruno___Dublin/Pleasanton","BART___San Bruno___Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___San Bruno___El Cerrito del Norte","BART___San Bruno___El Cerrito del Norte","BART","heavy rail"
"BART",2015,"BART___San Bruno___El Cerrito Plaza","BART___San Bruno___El Cerrito Plaza","BART","heavy rail"
"BART",2015,"BART___San Bruno___Embarcadero","BART___San Bruno___Embarcadero","BART","heavy rail"
"BART",2015,"BART___San Bruno___Fremont","BART___San Bruno___Fremont","BART","heavy rail"
"BART",2015,"BART___San Bruno___Fruitvale","BART___San Bruno___Fruitvale","BART","heavy rail"
"BART",2015,"BART___San Bruno___Glen Park","BART___San Bruno___Glen Park","BART","heavy rail"
"BART",2015,"BART___San Bruno___Hayward","BART___San Bruno___Hayward","BART","heavy rail"
"BART",2015,"BART___San Bruno___Lafayette","BART___San Bruno___Lafayette","BART","heavy rail"
"BART",2015,"BART___San Bruno___Lake Merritt","BART___San Bruno___Lake Merritt","BART","heavy rail"
"BART",2015,"BART___San Bruno___MacArthur","BART___San Bruno___MacArthur","BART","heavy rail"
"BART",2015,"BART___San Bruno___Millbrae","BART___San Bruno___Millbrae","BART","heavy rail"
"BART",2015,"BART___San Bruno___Montgomery St.","BART___San Bruno___Montgomery St.","BART","heavy rail"
"BART",2015,"BART___San Bruno___North Berkeley","BART___San Bruno___North Berkeley","BART","heavy rail"
"BART",2015,"BART___San Bruno___North Concord/Martinez","BART___San Bruno___North Concord/Martinez","BART","heavy rail"
"BART",2015,"BART___San Bruno___Oakland International Airport","BART___San Bruno___Oakland International Airport","BART","heavy rail"
"BART",2015,"BART___San Bruno___Orinda","BART___San Bruno___Orinda","BART","heavy rail"
"BART",2015,"BART___San Bruno___Pittsburg/Bay Point","BART___San Bruno___Pittsburg/Bay Point","BART","heavy rail"
"BART",2015,"BART___San Bruno___Pleasant Hill/Contra Costa Centre","BART___San Bruno___Pleasant Hill/Contra Costa Centre","BART","heavy rail"
"BART",2015,"BART___San Bruno___Powell St.","BART___San Bruno___Powell St.","BART","heavy rail"
"BART",2015,"BART___San Bruno___Richmond","BART___San Bruno___Richmond","BART","heavy rail"
"BART",2015,"BART___San Bruno___Rockridge","BART___San Bruno___Rockridge","BART","heavy rail"
"BART",2015,"BART___San Bruno___San Francisco International Airport","BART___San Bruno___San Francisco International Airport","BART","heavy rail"
"BART",2015,"BART___San Bruno___San Leandro","BART___San Bruno___San Leandro","BART","heavy rail"
"BART",2015,"BART___San Bruno___South Hayward","BART___San Bruno___South Hayward","BART","heavy rail"
"BART",2015,"BART___San Bruno___South San Francisco","BART___San Bruno___South San Francisco","BART","heavy rail"
"BART",2015,"BART___San Bruno___Union City","BART___San Bruno___Union City","BART","heavy rail"
"BART",2015,"BART___San Bruno___Walnut Creek","BART___San Bruno___Walnut Creek","BART","heavy rail"
"BART",2015,"BART___San Bruno___West Dublin/Pleasanton","BART___San Bruno___West Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___San Bruno___West Oakland","BART___San Bruno___West Oakland","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___12th St. Oakland City Center","BART___San Francisco International Airport___12th St. Oakland City Center","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___16th St. Mission","BART___San Francisco International Airport___16th St. Mission","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___19th St. Oakland","BART___San Francisco International Airport___19th St. Oakland","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___24th St. Mission","BART___San Francisco International Airport___24th St. Mission","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Ashby","BART___San Francisco International Airport___Ashby","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Balboa Park","BART___San Francisco International Airport___Balboa Park","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Bay Fair","BART___San Francisco International Airport___Bay Fair","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Castro Valley","BART___San Francisco International Airport___Castro Valley","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Civic Center/UN Plaza","BART___San Francisco International Airport___Civic Center/UN Plaza","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Coliseum","BART___San Francisco International Airport___Coliseum","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Colma","BART___San Francisco International Airport___Colma","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Concord","BART___San Francisco International Airport___Concord","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Daly City","BART___San Francisco International Airport___Daly City","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Downtown Berkeley","BART___San Francisco International Airport___Downtown Berkeley","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Dublin/Pleasanton","BART___San Francisco International Airport___Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___El Cerrito del Norte","BART___San Francisco International Airport___El Cerrito del Norte","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___El Cerrito Plaza","BART___San Francisco International Airport___El Cerrito Plaza","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Embarcadero","BART___San Francisco International Airport___Embarcadero","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Fremont","BART___San Francisco International Airport___Fremont","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Fruitvale","BART___San Francisco International Airport___Fruitvale","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Glen Park","BART___San Francisco International Airport___Glen Park","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Hayward","BART___San Francisco International Airport___Hayward","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Lafayette","BART___San Francisco International Airport___Lafayette","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Lake Merritt","BART___San Francisco International Airport___Lake Merritt","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___MacArthur","BART___San Francisco International Airport___MacArthur","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Millbrae","BART___San Francisco International Airport___Millbrae","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Montgomery St.","BART___San Francisco International Airport___Montgomery St.","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___North Berkeley","BART___San Francisco International Airport___North Berkeley","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___North Concord/Martinez","BART___San Francisco International Airport___North Concord/Martinez","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Oakland International Airport","BART___San Francisco International Airport___Oakland International Airport","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Orinda","BART___San Francisco International Airport___Orinda","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Pittsburg/Bay Point","BART___San Francisco International Airport___Pittsburg/Bay Point","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Pleasant Hill/Contra Costa Centre","BART___San Francisco International Airport___Pleasant Hill/Contra Costa Centre","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Powell St.","BART___San Francisco International Airport___Powell St.","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Richmond","BART___San Francisco International Airport___Richmond","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Rockridge","BART___San Francisco International Airport___Rockridge","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___San Bruno","BART___San Francisco International Airport___San Bruno","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___San Leandro","BART___San Francisco International Airport___San Leandro","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___South Hayward","BART___San Francisco International Airport___South Hayward","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___South San Francisco","BART___San Francisco International Airport___South San Francisco","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Union City","BART___San Francisco International Airport___Union City","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___Walnut Creek","BART___San Francisco International Airport___Walnut Creek","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___West Dublin/Pleasanton","BART___San Francisco International Airport___West Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___San Francisco International Airport___West Oakland","BART___San Francisco International Airport___West Oakland","BART","heavy rail"
"BART",2015,"BART___San Leandro___12th St. Oakland City Center","BART___San Leandro___12th St. Oakland City Center","BART","heavy rail"
"BART",2015,"BART___San Leandro___16th St. Mission","BART___San Leandro___16th St. Mission","BART","heavy rail"
"BART",2015,"BART___San Leandro___19th St. Oakland","BART___San Leandro___19th St. Oakland","BART","heavy rail"
"BART",2015,"BART___San Leandro___24th St. Mission","BART___San Leandro___24th St. Mission","BART","heavy rail"
"BART",2015,"BART___San Leandro___Ashby","BART___San Leandro___Ashby","BART","heavy rail"
"BART",2015,"BART___San Leandro___Balboa Park","BART___San Leandro___Balboa Park","BART","heavy rail"
"BART",2015,"BART___San Leandro___Bay Fair","BART___San Leandro___Bay Fair","BART","heavy rail"
"BART",2015,"BART___San Leandro___Castro Valley","BART___San Leandro___Castro Valley","BART","heavy rail"
"BART",2015,"BART___San Leandro___Civic Center/UN Plaza","BART___San Leandro___Civic Center/UN Plaza","BART","heavy rail"
"BART",2015,"BART___San Leandro___Coliseum","BART___San Leandro___Coliseum","BART","heavy rail"
"BART",2015,"BART___San Leandro___Colma","BART___San Leandro___Colma","BART","heavy rail"
"BART",2015,"BART___San Leandro___Concord","BART___San Leandro___Concord","BART","heavy rail"
"BART",2015,"BART___San Leandro___Daly City","BART___San Leandro___Daly City","BART","heavy rail"
"BART",2015,"BART___San Leandro___Downtown Berkeley","BART___San Leandro___Downtown Berkeley","BART","heavy rail"
"BART",2015,"BART___San Leandro___Dublin/Pleasanton","BART___San Leandro___Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___San Leandro___El Cerrito del Norte","BART___San Leandro___El Cerrito del Norte","BART","heavy rail"
"BART",2015,"BART___San Leandro___El Cerrito Plaza","BART___San Leandro___El Cerrito Plaza","BART","heavy rail"
"BART",2015,"BART___San Leandro___Embarcadero","BART___San Leandro___Embarcadero","BART","heavy rail"
"BART",2015,"BART___San Leandro___Fremont","BART___San Leandro___Fremont","BART","heavy rail"
"BART",2015,"BART___San Leandro___Fruitvale","BART___San Leandro___Fruitvale","BART","heavy rail"
"BART",2015,"BART___San Leandro___Glen Park","BART___San Leandro___Glen Park","BART","heavy rail"
"BART",2015,"BART___San Leandro___Hayward","BART___San Leandro___Hayward","BART","heavy rail"
"BART",2015,"BART___San Leandro___Lafayette","BART___San Leandro___Lafayette","BART","heavy rail"
"BART",2015,"BART___San Leandro___Lake Merritt","BART___San Leandro___Lake Merritt","BART","heavy rail"
"BART",2015,"BART___San Leandro___MacArthur","BART___San Leandro___MacArthur","BART","heavy rail"
"BART",2015,"BART___San Leandro___Millbrae","BART___San Leandro___Millbrae","BART","heavy rail"
"BART",2015,"BART___San Leandro___Montgomery St.","BART___San Leandro___Montgomery St.","BART","heavy rail"
"BART",2015,"BART___San Leandro___North Berkeley","BART___San Leandro___North Berkeley","BART","heavy rail"
"BART",2015,"BART___San Leandro___North Concord/Martinez","BART___San Leandro___North Concord/Martinez","BART","heavy rail"
"BART",2015,"BART___San Leandro___Oakland International Airport","BART___San Leandro___Oakland International Airport","BART","heavy rail"
"BART",2015,"BART___San Leandro___Orinda","BART___San Leandro___Orinda","BART","heavy rail"
"BART",2015,"BART___San Leandro___Pittsburg/Bay Point","BART___San Leandro___Pittsburg/Bay Point","BART","heavy rail"
"BART",2015,"BART___San Leandro___Pleasant Hill/Contra Costa Centre","BART___San Leandro___Pleasant Hill/Contra Costa Centre","BART","heavy rail"
"BART",2015,"BART___San Leandro___Powell St.","BART___San Leandro___Powell St.","BART","heavy rail"
"BART",2015,"BART___San Leandro___Richmond","BART___San Leandro___Richmond","BART","heavy rail"
"BART",2015,"BART___San Leandro___Rockridge","BART___San Leandro___Rockridge","BART","heavy rail"
"BART",2015,"BART___San Leandro___San Bruno","BART___San Leandro___San Bruno","BART","heavy rail"
"BART",2015,"BART___San Leandro___San Francisco International Airport","BART___San Leandro___San Francisco International Airport","BART","heavy rail"
"BART",2015,"BART___San Leandro___South Hayward","BART___San Leandro___South Hayward","BART","heavy rail"
"BART",2015,"BART___San Leandro___South San Francisco","BART___San Leandro___South San Francisco","BART","heavy rail"
"BART",2015,"BART___San Leandro___Union City","BART___San Leandro___Union City","BART","heavy rail"
"BART",2015,"BART___San Leandro___Walnut Creek","BART___San Leandro___Walnut Creek","BART","heavy rail"
"BART",2015,"BART___San Leandro___West Dublin/Pleasanton","BART___San Leandro___West Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___San Leandro___West Oakland","BART___San Leandro___West Oakland","BART","heavy rail"
"BART",2015,"BART___South Hayward___12th St. Oakland City Center","BART___South Hayward___12th St. Oakland City Center","BART","heavy rail"
"BART",2015,"BART___South Hayward___16th St. Mission","BART___South Hayward___16th St. Mission","BART","heavy rail"
"BART",2015,"BART___South Hayward___19th St. Oakland","BART___South Hayward___19th St. Oakland","BART","heavy rail"
"BART",2015,"BART___South Hayward___24th St. Mission","BART___South Hayward___24th St. Mission","BART","heavy rail"
"BART",2015,"BART___South Hayward___Ashby","BART___South Hayward___Ashby","BART","heavy rail"
"BART",2015,"BART___South Hayward___Balboa Park","BART___South Hayward___Balboa Park","BART","heavy rail"
"BART",2015,"BART___South Hayward___Bay Fair","BART___South Hayward___Bay Fair","BART","heavy rail"
"BART",2015,"BART___South Hayward___Castro Valley","BART___South Hayward___Castro Valley","BART","heavy rail"
"BART",2015,"BART___South Hayward___Civic Center/UN Plaza","BART___South Hayward___Civic Center/UN Plaza","BART","heavy rail"
"BART",2015,"BART___South Hayward___Coliseum","BART___South Hayward___Coliseum","BART","heavy rail"
"BART",2015,"BART___South Hayward___Colma","BART___South Hayward___Colma","BART","heavy rail"
"BART",2015,"BART___South Hayward___Concord","BART___South Hayward___Concord","BART","heavy rail"
"BART",2015,"BART___South Hayward___Daly City","BART___South Hayward___Daly City","BART","heavy rail"
"BART",2015,"BART___South Hayward___Downtown Berkeley","BART___South Hayward___Downtown Berkeley","BART","heavy rail"
"BART",2015,"BART___South Hayward___Dublin/Pleasanton","BART___South Hayward___Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___South Hayward___El Cerrito del Norte","BART___South Hayward___El Cerrito del Norte","BART","heavy rail"
"BART",2015,"BART___South Hayward___El Cerrito Plaza","BART___South Hayward___El Cerrito Plaza","BART","heavy rail"
"BART",2015,"BART___South Hayward___Embarcadero","BART___South Hayward___Embarcadero","BART","heavy rail"
"BART",2015,"BART___South Hayward___Fremont","BART___South Hayward___Fremont","BART","heavy rail"
"BART",2015,"BART___South Hayward___Fruitvale","BART___South Hayward___Fruitvale","BART","heavy rail"
"BART",2015,"BART___South Hayward___Glen Park","BART___South Hayward___Glen Park","BART","heavy rail"
"BART",2015,"BART___South Hayward___Hayward","BART___South Hayward___Hayward","BART","heavy rail"
"BART",2015,"BART___South Hayward___Lafayette","BART___South Hayward___Lafayette","BART","heavy rail"
"BART",2015,"BART___South Hayward___Lake Merritt","BART___South Hayward___Lake Merritt","BART","heavy rail"
"BART",2015,"BART___South Hayward___MacArthur","BART___South Hayward___MacArthur","BART","heavy rail"
"BART",2015,"BART___South Hayward___Millbrae","BART___South Hayward___Millbrae","BART","heavy rail"
"BART",2015,"BART___South Hayward___Montgomery St.","BART___South Hayward___Montgomery St.","BART","heavy rail"
"BART",2015,"BART___South Hayward___North Berkeley","BART___South Hayward___North Berkeley","BART","heavy rail"
"BART",2015,"BART___South Hayward___North Concord/Martinez","BART___South Hayward___North Concord/Martinez","BART","heavy rail"
"BART",2015,"BART___South Hayward___Oakland International Airport","BART___South Hayward___Oakland International Airport","BART","heavy rail"
"BART",2015,"BART___South Hayward___Orinda","BART___South Hayward___Orinda","BART","heavy rail"
"BART",2015,"BART___South Hayward___Pittsburg/Bay Point","BART___South Hayward___Pittsburg/Bay Point","BART","heavy rail"
"BART",2015,"BART___South Hayward___Pleasant Hill/Contra Costa Centre","BART___South Hayward___Pleasant Hill/Contra Costa Centre","BART","heavy rail"
"BART",2015,"BART___South Hayward___Powell St.","BART___South Hayward___Powell St.","BART","heavy rail"
"BART",2015,"BART___South Hayward___Richmond","BART___South Hayward___Richmond","BART","heavy rail"
"BART",2015,"BART___South Hayward___Rockridge","BART___South Hayward___Rockridge","BART","heavy rail"
"BART",2015,"BART___South Hayward___San Bruno","BART___South Hayward___San Bruno","BART","heavy rail"
"BART",2015,"BART___South Hayward___San Francisco International Airport","BART___South Hayward___San Francisco International Airport","BART","heavy rail"
"BART",2015,"BART___South Hayward___San Leandro","BART___South Hayward___San Leandro","BART","heavy rail"
"BART",2015,"BART___South Hayward___South San Francisco","BART___South Hayward___South San Francisco","BART","heavy rail"
"BART",2015,"BART___South Hayward___Union City","BART___South Hayward___Union City","BART","heavy rail"
"BART",2015,"BART___South Hayward___Walnut Creek","BART___South Hayward___Walnut Creek","BART","heavy rail"
"BART",2015,"BART___South Hayward___West Dublin/Pleasanton","BART___South Hayward___West Dublin/Pleasanton","BART","heavy rail"
"BART",2015,"BART___South Hayward___West Oakland","BART___South Hayward___West Oakland","BART","heavy rail"
"BART",2015,"BART___South San Francisco___12th St. Oakland City Center","BART___South San Francisco___12th St. Oakland City Center","BART","heavy rail"
"BART",2015,"BART___South San Francisco___16th St. Mission","BART___South San Francisco___16th St. Mission","BART","heavy rail"
"BART",2015,"BART___South San Francisco___19th St. Oakland","BART___South San Francisco___19th St. Oakland","BART","heavy rail"
"BART",2015,"BART___South San Francisco___24th St. Mission","BART___South San Francisco___24th St. Mission","BART","heavy rail"
"BART",2015,"BART___South San Francisco___Ashby","BART___South San Francisco___Ashby","BART","heavy rail"
"BART",2015,"BART___South San Francisco___Balboa Park","BART___South San Francisco___Balboa Park","BART","heavy rail"
"BART",2015,"BART___South San Francisco___Bay Fair","BART___South San Francisco___Bay Fair","BART","heavy rail"
"BART",2015,"BART___South San Francisco___Castro Valley","BART___South San Francisco___Castro Valley","BART","heavy rail"
