"","survey","survey_year","survey_name","canonical_name"
"421","BART",2015,"Sierra Point/Brisbane Shuttle (Balboa Pk, Millbrae)","SAMTRANS---Sierra Point/Brisbane Shuttle (Balboa Pk, Millbrae)"
"422","BART",2015,"Ferry","OTHER---Ferry"
"423","BART",2015,"AC Transit Route 45 Eastmont Transit Center to Foothill Square  Oakland","AC TRANSIT---45 Eastmont Transit Center to Foothill Square Oakland"
"424","BART",2015,"Downtown Walnut Creek Trolley/Shuttle ""Free Ride (County Connection Route 4)","COUNTY CONNECTION---Downtown Walnut Creek Trolley/Shuttle ""Free Ride (4)"
"425","BART",2015,"Seton Medical Center Shuttle (Daly City)","SAMTRANS---Seton Medical Center Shuttle (Daly City)"
"426","BART",2015,"Stanford Marguerite Shuttle","STANFORD---Stanford Marguerite Shuttle"
"427","BART",2015,"SolTrans Route 7 Target Shopping Center/Vallejo Transit Center","SOLTRANS---7 Target Shopping Center/Vallejo Transit Center"
"428","BART",2015,"VTA Route 60 WINCHESTER LRT - GT AMERICA","VTA---60 WINCHESTER LRT - GT AMERICA"
"429","BART",2015,"B on Broadway Free Broadway Shuttle (19th St, 12th St)","AC TRANSIT---B on Broadway Free Broadway Shuttle (19th St, 12th St)"
"430","BART",2015,"SamTrans Route 112  Linda Mar  Colma BART","SAMTRANS---112 Linda Mar Colma BART"
"431","BART",2015,"AC Transit Route 20 Dimond District  Oakland  to downtown Oakland","AC TRANSIT---20 Dimond District Oakland to downtown Oakland"
"432","BART",2015,"VTA Route 68 GILROY - SAN JOSE DIRIDON","VTA---68 GILROY - SAN JOSE DIRIDON"
"433","BART",2015,"County Connection Route 2 Rudgear/BART Walnut Creek","COUNTY CONNECTION---2 Rudgear/BART Walnut Creek"
"434","BART",2015,"AC Transit Route 46 Coliseum BART to Oakland Zoo","AC TRANSIT---46 Coliseum BART to Oakland Zoo"
"435","BART",2015,"SamTrans Route 140  Pacific Manor  San Bruno BART","SAMTRANS---140 Pacific Manor San Bruno BART"
"436","BART",2015,"VTA Route 10 METRO/AIRPORT - CTRN","VTA---10 METRO/AIRPORT - CTRN"
"437","BART",2015,"AC Transit Route C Highland Ave. Piedmont","AC TRANSIT---C Highland Ave. Piedmont"
"438","BART",2015,"County Connection Route 315 BART Concord/Landana","COUNTY CONNECTION---315 BART Concord/Landana"
"439","BART",2015,"VTA Route 522 EASTRIDGE - PALO ALTO","VTA---522 EASTRIDGE - PALO ALTO"
"440","BART",2015,"West Berkeley Shuttle (Ashby)","Berkeley Gateway TMA---West Berkeley Shuttle (Ashby)"
"441","BART",2015,"AC Transit Route 47 Fruitvale BART to Maxwell Park","AC TRANSIT---47 Fruitvale BART to Maxwell Park"
"442","BART",2015,"Highland Hospital Shuttle (Lake Merritt)","Highland Hospital---Highland Hospital Shuttle (Lake Merritt)"
"443","BART",2015,"County Connection Route 36 San Ramon/BART Dublin","COUNTY CONNECTION---36 San Ramon/BART Dublin"
"444","BART",2015,"AC Transit Route 39 Fruitvale BART to Skyline High School","AC TRANSIT---39 Fruitvale BART to Skyline High School"
"445","BART",2015,"County Connection Route 626 St Marys College/BART Lafayette","COUNTY CONNECTION---626 St Marys College/BART Lafayette"
"446","BART",2015,"Capitol Corridor Sacramento/San Jose","AMTRAK---Capitol Corridor Sacramento/San Jose"
"447","BART",2015,"SamTrans Route 292  Hillsdale Shopping Center  SF International Airport San Francisco","SAMTRANS---292 Hillsdale Shopping Center SF International Airport San Francisco"
"448","BART",2015,"SamTrans Route 43  Millbrae Square San Bruno BART","SAMTRANS---43 Millbrae Square San Bruno BART"
"449","BART",2015,"Muni Route 91 Owl","MUNI---91 Owl"
"450","BART",2015,"SamTrans Route 256","SAMTRANS---256"
"451","BART",2015,"AC Transit Route 239 Fremont BART to Warm Springs Blvd. & Dixon Landing Rd.","AC TRANSIT---239 Fremont BART to Warm Springs Blvd. & Dixon Landing Rd."
"452","BART",2015,"Oyster Point Shuttle (South SF)","CALTRAIN---Oyster Point Shuttle (South SF)"
"453","BART",2015,"Utah Grand Shuttle (South SF)","Utah Grand---Utah Grand Shuttle (South SF)"
"454","BART",2015,"VTA Route 52 DNTN MTN VIEW - FOOTHILL COLLEGE","VTA---52 DNTN MTN VIEW - FOOTHILL COLLEGE"
"455","BART",2015,"SamTrans Route 133  Tanforan  South San Francisco BART","SAMTRANS---133 Tanforan South San Francisco BART"
"456","BART",2015,"County Connection Route 97X BART Dublin/Bishop Ranch","COUNTY CONNECTION---97X BART Dublin/Bishop Ranch"
"457","BART",2015,"VTA 900 Light Rail: OHLONE/CHYNOWETH - ALMADEN","VTA---900 Light Rail"
"458","BART",2015,"Muni Route 9 San Bruno","MUNI---9 San Bruno"
"459","BART",2015,"AC Transit Route 67 Berkeley BART to Grizzly Peak","AC TRANSIT---67 Berkeley BART to Grizzly Peak"
"460","BART",2015,"Wheels (LAVTA) Route 15 Springtown","LAVTA--- 15 Springtown"
"461","BART",2015,"Muni Route 45 Union/Stockton","MUNI---45 Union/Stockton"
"462","BART",2015,"Muni Route 55 16th St.","MUNI---55 16th Street"
"463","BART",2015,"Union City Transit Route 4 Seven Hills","UNION CITY---4 Seven Hills"
"464","BART",2015,"AC Transit Route 7 El Cerrito del Norte BART","AC TRANSIT---7 El Cerrito del Norte BART"
"465","BART",2015,"Muni Route 24 Divisadero","MUNI---24 Divisadero"
"466","BART",2015,"Wheels (LAVTA) Route 8 Hopyard","LAVTA--- 8 Hopyard"
"467","BART",2015,"AC Transit Route 65 Berkeley BART to Lawrence Hall of Science","AC TRANSIT---65 Berkeley BART to Lawrence Hall of Science"
"468","BART",2015,"Golden Gate Transit Route 101 Santa Rosa - San Francisco","GOLDEN GATE TRANSIT---101 Santa Rosa - San Francisco"
"469","BART",2015,"Golden Gate Transit Route 10 Strawberry - San Francisco","GOLDEN GATE TRANSIT---10 Strawberry - San Francisco"
"470","BART",2015,"Childrens Hospital Oakland Shuttle (MacArthur)","UCSF---Childrens Hospital Oakland Shuttle (MacArthur)"
"471","BART",2015,"Apple Shuttle (various)","Apple---Apple Shuttle"
"472","BART",2015,"Facebook Shuttle (Ashby, MacArthur)","Facebook---Facebook Shuttle (Ashby, MacArthur)"
"473","BART",2015,"Muni Route 41 Union","MUNI---41 Union"
"474","BART",2015,"Muni Route 3 Jackson","MUNI---3 Jackson"
"475","BART",2015,"Marin Transit Route 219 Tiburon - Marin City","MARIN TRANSIT--- 219 Tiburon - Marin City"
"476","BART",2015,"County Connection Route 19 AMTRAK/BART Concord","COUNTY CONNECTION---19 AMTRAK/BART Concord"
"477","BART",2015,"Golden Gate Transit Route 4 Mill Valley - San Francisco","GOLDEN GATE TRANSIT---4 Mill Valley - San Francisco"
"478","BART",2015,"VTA Route 17 GILROY TRANSIT CTR - ST LOUISE HOSP","VTA---17 GILROY TRANSIT CTR - ST LOUISE HOSP"
"479","BART",2015,"Muni Route 1BX California B Express","MUNI---1BX California B Express"
"480","BART",2015,"VTA Route 64 ALMADEN LRT - MCKEE & WHITE","VTA---64 ALMADEN LRT - MCKEE & WHITE"
"481","BART",2015,"Wheels (LAVTA) Route 401 Big Trees Park","LAVTA--- 401 Big Trees Park"
"482","BART",2015,"Harbor Bay Shuttle (Coliseum)","Harbor Bay---Harbor Bay Shuttle (Coliseum)"
"483","BART",2015,"ACE Stockton/San Jose","ACE---Stockton/San Jose"
"484","BART",2015,"Wheels (LAVTA) Route 604 Fairlands / Hacienda / Muirwood","LAVTA--- 604 Fairlands / Hacienda / Muirwood"
"485","BART",2015,"County Connection Route 95X San Ramon/BART Walnut Creek","COUNTY CONNECTION---95X San Ramon/BART Walnut Creek"
"486","BART",2015,"VTA Route 46 GREAT MALL - WASHINGTON/ESCUELA","VTA---46 GREAT MALL - WASHINGTON/ESCUELA"
"487","BART",2015,"Golden Gate Transit Route 101X Santa Rosa - San Francisco","GOLDEN GATE TRANSIT---101X Santa Rosa - San Francisco"
"488","BART",2015,"Muni Route 9L San Bruno Limited","MUNI---9L San Bruno Limited"
"489","BART",2015,"VTA Route 35 STANFORD SHOP CTR - DNTN MTN VIEW","VTA---35 STANFORD SHOP CTR - DNTN MTN VIEW"
"490","BART",2015,"SamTrans Route 296  Redwood City  East Palo Alto","SAMTRANS---296 Redwood City East Palo Alto"
"491","BART",2015,"Muni Route 7X Noriega Express","MUNI---7X Noriega Express"
"492","BART",2015,"Golden Gate Transit Route 27 San Anselmo - San Francisco","GOLDEN GATE TRANSIT---27 San Anselmo - San Francisco"
"493","BART",2015,"Muni Route 1AX California A Express","MUNI---1AX California A Express"
"494","BART",2015,"VTA Route 323 DE ANZA COL - DOWNTOWN SAN JOSE","VTA---323 DE ANZA COL - DOWNTOWN SAN JOSE"
"495","BART",2015,"Muni Route 8BX Bayshore B Express","MUNI---8BX Bayshore B Express"
"496","BART",2015,"Union City Transit Route 1 Alvarado-Niles: Union City Blvd / Dyer","UNION CITY---1 Alvarado-Niles: Union City Blvd / Dyer"
"497","BART",2015,"Muni S Light Rail: Castro Shuttle - Metro","MUNI---S Castro Shuttle -"
"498","BART",2015,"AC Transit Route 657 Coliseum BART to Oakland Technical High School","AC TRANSIT---657 Coliseum BART to Oakland Technical High School"
"499","BART",2015,"County Connection Route 92X ACE Express","COUNTY CONNECTION---92X ACE Express"
"500","BART",2015,"Fairfield and Suisun Transit (FAST) Route 5 Suisun City West","FAIRFIELD-SUISUN---5 Suisun City West"
"501","BART",2015,"VTA Route 120 FREMONT BART - LOCKHEED MARTIN","VTA---120 FREMONT BART - LOCKHEED MARTIN"
"502","BART",2015,"VTA Route 81 SAN JOSE STATE - CUPERTINO SQUARE","VTA---81 SAN JOSE STATE - CUPERTINO SQUARE"
"503","BART",2015,"VINE Route 21 Napa Solano Express","NAPA VINE---21 Napa Solano Express"
"504","BART",2015,"SamTrans Route 118  Crespi Park & Ride Colma BART","SAMTRANS---118 Crespi Park & Ride Colma BART"
"505","BART",2015,"Missing - Dummy Record","Missing---Missing - Dummy Record"
"506","BART",2015,"VTA Route 53 West Valley College to Sunnyvale Transit Ctr","VTA---53 West Valley College to Sunnyvale Transit Ctr"
"507","BART",2015,"VTA 902 Light Rail:  MOUNTAIN VIEW - WINCHESTER","VTA---902 Light Rail"
"508","BART",2015,"VTA Route 71 EASTRIDGE- GREAT MALL/MAIN","VTA---71 EASTRIDGE- GREAT MALL/MAIN"
"509","BART",2015,"VTA 901 Light Rail:  ALUM ROCK-SANTA TERESA VIA BAYPOINT","VTA---901 Light Rail"
"510","BART",2015,"Wheels (LAVTA) Route 53 Stoneridge","LAVTA--- 53 Stoneridge"
"511","BART",2015,"Wheels (LAVTA) Route 54 Hacienda","LAVTA--- 54 Hacienda"
"512","BART",2015,"Wheels (LAVTA) Route 1 East Dublin/ Pleasanton","LAVTA--- 1 East Dublin/ Pleasanton"
"513","BART",2015,"Muni Cable Car - Powell/Mason","MUNI---Powell/Mason Cable Car"
"514","BART",2015,"County Connection Route 260 BART Concord/Cal State East Bay","COUNTY CONNECTION---260 BART Concord/Cal State East Bay"
"515","BART",2015,"Bishop Ranch Shuttle (Walnut Creek)","Bishop Ranch---Bishop Ranch Shuttle (Walnut Creek)"
"516","BART",2015,"County Connection Route 310 BART Concord-Clayton Rd/Kirker Pass Rd","COUNTY CONNECTION---310 BART Concord-Clayton Rd/Kirker Pass Rd"
"517","BART",2015,"County Connection Route 316 Martinez AMTRAK/BART Pleasant Hill","COUNTY CONNECTION---316 Martinez AMTRAK/BART Pleasant Hill"
"518","BART",2015,"Other","OTHER---Other"
"519","BART",2015,"County Connection Route 321 Walnut Creek BART/San Ramon","COUNTY CONNECTION---321 Walnut Creek BART/San Ramon"
"520","BART",2015,"Golden Gate Transit Route 72 Santa Rosa - Rohnert Park - San Francisco","GOLDEN GATE TRANSIT---72 Santa Rosa - Rohnert Park - San Francisco"
"521","BART",2015,"Golden Gate Transit Route 24 Manor - Fairfax - San Francisco","GOLDEN GATE TRANSIT---24 Manor - Fairfax - San Francisco"
"522","BART",2015,"Muni Route NX Judah Express BUS - Peak direction only","MUNI---NX Judah Express BUS - Peak direction only"
"523","BART",2015,"North Burlingame shuttle","CALTRAIN---North Burlingame shuttle"
"524","BART",2015,"Fairmont Hospital / Juvenile Justice Shuttle (Bay Fair)","Fairmont Hospital---Fairmont Hospital / Juvenile Justice Shuttle (Bay Fair)"
"525","BART",2015,"Muni Route 83X Mid-Market Express","MUNI---83X Mid-Market Express"
"526","BART",2015,"County Connection Route 311 BART Concord/BART PH/BART WC","COUNTY CONNECTION---311 BART Concord/BART PH/BART WC"
"527","BART",2015,"Wheels (LAVTA) Route 70XV Stoneridge - Pleasant Hill Express","LAVTA--- 70XV Stoneridge - Pleasant Hill Express"
"528","BART",2015,"Yahoo Shuttle (Fremont, Glen Park, MacArthur)","Yahoo---Yahoo Shuttle (Fremont, Glen Park, MacArthur)"
"529","BART",2015,"County Connection Route 320 DVC/BART Concord","COUNTY CONNECTION---320 DVC/BART Concord"
"530","BART",2015,"SamTrans Route 398","SAMTRANS---398"
"531","BART",2015,"County Connection Route 93X Kirker Pass Express","COUNTY CONNECTION---93X Kirker Pass Express"
"532","BART",2015,"AC Transit Route O Park Ave. & Encinal Ave. Alameda","AC TRANSIT---O Park Ave. & Encinal Ave. Alameda"
"533","BART",2015,"SamTrans Route 28 Serramonte Center - South San Francisco School","SAMTRANS---28 Serramonte Center - South San Francisco School"
"534","BART",2015,"Wheels (LAVTA) Route 3 West Dublin/ Pleasanton","LAVTA--- 3 West Dublin/ Pleasanton"
"535","BART",2015,"AC Transit Route E Caldecott Ln. Oakland","AC TRANSIT---E Caldecott Ln. Oakland"
"536","BART",2015,"SamTrans Route 49  Terra Nova School - Airport/San Bruno","SAMTRANS---49 Terra Nova School - Airport/San Bruno"
"537","BART",2015,"Bayhill Shuttle (San Bruno)","CALTRAIN---Bayhill Shuttle (San Bruno)"
"538","BART",2015,"Muni Route 31BX Balboa B Express","MUNI---31BX Balboa B Express"
"539","BART",2015,"Fairfield and Suisun Transit (FAST) Route 40 Vacaville - Walnut Creek BART","FAIRFIELD-SUISUN---40 Vacaville - Walnut Creek BART"
"540","BART",2015,"Wheels (LAVTA) Route R Stoneridge - East Avenue","LAVTA--- R Stoneridge - East Avenue"
"541","BART",2015,"AC Transit Route 851 All Nighter. Downtown Berkeley to Fruitvale BART","AC TRANSIT---851 All Nighter. Downtown Berkeley to Fruitvale BART"
"542","BART",2015,"County Connection Route 91X Concord Commuter Express","COUNTY CONNECTION---91X Concord Commuter Express"
"543","BART",2015,"AC Transit Route U Fremont BART to Stanford University","AC TRANSIT---U Fremont BART to Stanford University"
"544","BART",2015,"Muni Route 82X Levi Plaza Express","MUNI---82X Levi Plaza Express"
"545","BART",2015,"Estuary Crossing - College of Alameda Shuttle (Lake Merritt)","AC TRANSIT---Estuary Crossing - College of Alameda Shuttle (Lake Merritt)"
"546","BART",2015,"Wheels (LAVTA) Route 9 Hacienda Business Park","LAVTA--- 9 Hacienda Business Park"
"547","BART",2015,"Wheels (LAVTA) Route 2 Dublin Ranch","LAVTA--- 2 Dublin Ranch"
"548","BART",2015,"AC Transit Route 805 All Nighter. Downtown Oakland to Oakland Airport","AC TRANSIT---805 All Nighter. Downtown Oakland to Oakland Airport"
"549","BART",2015,"VTA Route 51 VALLCO - MOFFETT FLD/AMES CTR","VTA---51 VALLCO - MOFFETT FLD/AMES CTR"
"550","BART",2015,"SamTrans Route 251  Bridgepoint  Hillsdale Shopping Center","SAMTRANS---251 Bridgepoint Hillsdale Shopping Center"
"551","BART",2015,"VTA Route 66 STA TERESA HOSP. - MILPITAS/DIXON","VTA---66 STA TERESA HOSP. - MILPITAS/DIXON"
"552","BART",2015,"VTA Route 23 ALUM ROCK TRANSIT CTR - DE ANZA COL","VTA---23 ALUM ROCK TRANSIT CTR - DE ANZA COL"
"553","BART",2015,"Santa Cruz Metro Route 17","Santa Cruz Metro---17"
"554","BART",2015,"VTA Route 32 STA CLARA CTRN -SN ANTONIO SHOP CTR","VTA---32 STA CLARA CTRN -SN ANTONIO SHOP CTR"
"555","BART",2015,"VTA Route 89 CALIFORNIA AVE CTRN-VETS HOSPITAL","VTA---89 CALIFORNIA AVE CTRN-VETS HOSPITAL"
"556","BART",2015,"VTA Route 72 SANTA TERESA - DOWNTOWN SAN JOSE","VTA---72 SANTA TERESA - DOWNTOWN SAN JOSE"
"557","BART",2015,"VTA Route 22 EASTRIDGE - PALO ALTO/MENLO PARK","VTA---22 EASTRIDGE - PALO ALTO/MENLO PARK"
"558","BART",2015,"SolTrans Route 4 Tuolumne St / Vallejo Transit Center","SOLTRANS---4 Tuolumne St / Vallejo Transit Center"
"559","BART",2015,"Muni Route 18 46th Avenue","MUNI---18 46th Avenue"
"560","BART",2015,"WestCAT Route 12 Local - Hercules Trees and Flowers: Loop","WESTCAT---12 Local - Hercules Trees and Flowers: Loop"
"561","BART",2015,"VTA Route 40 LA AVENIDA - SN ANTONIO SHOP CTR","VTA---40 LA AVENIDA - SN ANTONIO SHOP CTR"
"562","BART",2015,"VTA Route 82 WESTGATE - 21ST & MISSION","VTA---82 WESTGATE - 21ST & MISSION"
"563","BART",2015,"Fairfield and Suisun Transit (FAST) Route 20 Fairfield - Vacaville","FAIRFIELD-SUISUN---20 Fairfield - Vacaville"
"564","BART",2015,"Monterey-Salinas Transit Route 55","Monterey-Salinas Transit---55"
"565","BART",2015,"Santa Rosa CityBus Route 5 Santa Rosa Avenue","Santa Rosa City---5 Santa Rosa Avenue"
"566","BART",2015,"SamTrans Route 17 Moss Beach (Seton Medical Center Coastside)  Half Moon Bay","SAMTRANS---17 Moss Beach (Seton Medical Center Coastside) Half Moon Bay"
"567","BART",2015,"VTA Route 62 GOOD SAM HOSP - SIERA & PIEDMONT","VTA---62 GOOD SAM HOSP - SIERA & PIEDMONT"
"568","BART",2015,"company shuttle","OTHER---company shuttle"
"569","BART",2015,"Unknown","OTHER---Unknown"
"570","BART",2015,"Hotel shuttle","OTHER---Hotel shuttle"
"571","BART",2015,"Rental car shuttle","OTHER---Rental car shuttle"
"572","BART",2015,"VTA Route 323","VTA---323"
"573","BART",2015,"Mariners Island shuttle","CALTRAIN---Mariners Island shuttle"
"574","BART",2015,"VTA Route 902","VTA---902 Light Rail"
"575","BART",2015,"Santa Rosa City Bus Route 8","Santa Rosa City---8"
"576","BART",2015,"SamTrans Route 281  Stanford Shopping Center  Palo Alto Caltrain East Palo Alto","SAMTRANS---281 Stanford Shopping Center Palo Alto Caltrain East Palo Alto"
"577","BART",2015,"SamTrans FLX","SAMTRANS---FLX"
"578","BART",2015,"Golden Gate Transit Route 61","GOLDEN GATE TRANSIT---61"
"579","BART",2015,"Rio Vista Delta Breeze Route 50 State Route 12 Express","RIO-VISTA---50 State Route 12 Express"
"580","BART",2015,"unknown","OTHER---unknown"
"581","BART",2015,"VTA Route 55 De Anza College - Great America","VTA---55 De Anza College - Great America"
"582","BART",2015,"VTA Route 58","VTA---58"
"583","Caltrain",2014,"CALTRAIN---San Francisco---Palo Alto","CALTRAIN---San Francisco---Palo Alto"
"584","Caltrain",2014,"CALTRAIN---College Park---Menlo Park","CALTRAIN---College Park---Menlo Park"
"585","Caltrain",2014,"CALTRAIN---Hayward Park---Redwood City","CALTRAIN---Hayward Park---Redwood City"
"586","Caltrain",2014,"CALTRAIN---San Jose---Lawrence","CALTRAIN---San Jose---Lawrence"
"587","Caltrain",2014,"CALTRAIN---Palo Alto---Millbrae","CALTRAIN---Palo Alto---Millbrae"
"588","Caltrain",2014,"CALTRAIN---Redwood City---San Francisco","CALTRAIN---Redwood City---San Francisco"
"589","Caltrain",2014,"CALTRAIN---Palo Alto---Tamien","CALTRAIN---Palo Alto---Tamien"
"590","Caltrain",2014,"CALTRAIN---Millbrae---Palo Alto","CALTRAIN---Millbrae---Palo Alto"
"591","Caltrain",2014,"CALTRAIN---San Francisco---San Mateo","CALTRAIN---San Francisco---San Mateo"
"592","Caltrain",2014,"CALTRAIN---Palo Alto---San Bruno","CALTRAIN---Palo Alto---San Bruno"
"593","Caltrain",2014,"CALTRAIN---Mountain View---Redwood City","CALTRAIN---Mountain View---Redwood City"
"594","Caltrain",2014,"CALTRAIN---Palo Alto---Bayshore","CALTRAIN---Palo Alto---Bayshore"
"595","Caltrain",2014,"CALTRAIN---Burlingame---San Francisco","CALTRAIN---Burlingame---San Francisco"
"596","Caltrain",2014,"CALTRAIN---Santa Clara---San Carlos","CALTRAIN---Santa Clara---San Carlos"
"597","Caltrain",2014,"CALTRAIN---California Ave---Sunnyvale","CALTRAIN---California Ave---Sunnyvale"
"598","Caltrain",2014,"CALTRAIN---San Francisco---Burlingame","CALTRAIN---San Francisco---Burlingame"
"599","Caltrain",2014,"CALTRAIN---San Francisco---Mountain View","CALTRAIN---San Francisco---Mountain View"
"600","Caltrain",2014,"CALTRAIN---San Francisco---Hillsdale","CALTRAIN---San Francisco---Hillsdale"
"601","Caltrain",2014,"CALTRAIN---Palo Alto---San Francisco","CALTRAIN---Palo Alto---San Francisco"
"602","Caltrain",2014,"CALTRAIN---Belmont---San Mateo","CALTRAIN---Belmont---San Mateo"
"603","Caltrain",2014,"CALTRAIN---Hillsdale---San Francisco","CALTRAIN---Hillsdale---San Francisco"
"604","Caltrain",2014,"CALTRAIN---Palo Alto---Hillsdale","CALTRAIN---Palo Alto---Hillsdale"
"605","Caltrain",2014,"CALTRAIN---Lawrence---Hillsdale","CALTRAIN---Lawrence---Hillsdale"
"606","Caltrain",2014,"CALTRAIN---Gilroy---Palo Alto","CALTRAIN---Gilroy---Palo Alto"
"607","Caltrain",2014,"CALTRAIN---San Francisco---San Carlos","CALTRAIN---San Francisco---San Carlos"
"608","Caltrain",2014,"CALTRAIN---Palo Alto---Burlingame","CALTRAIN---Palo Alto---Burlingame"
"609","Caltrain",2014,"CALTRAIN---Mountain View---Millbrae","CALTRAIN---Mountain View---Millbrae"
"610","Caltrain",2014,"CALTRAIN---San Jose---San Francisco","CALTRAIN---San Jose---San Francisco"
"611","Caltrain",2014,"CALTRAIN---San Francisco---San Jose","CALTRAIN---San Francisco---San Jose"
"612","Caltrain",2014,"CALTRAIN---Mountain View---San Jose","CALTRAIN---Mountain View---San Jose"
"613","Caltrain",2014,"CALTRAIN---Santa Clara---San Francisco","CALTRAIN---Santa Clara---San Francisco"
"614","Caltrain",2014,"CALTRAIN---San Francisco---Belmont","CALTRAIN---San Francisco---Belmont"
"615","Caltrain",2014,"CALTRAIN---Burlingame---San Carlos","CALTRAIN---Burlingame---San Carlos"
"616","Caltrain",2014,"CALTRAIN---Palo Alto---San Jose","CALTRAIN---Palo Alto---San Jose"
"617","Caltrain",2014,"CALTRAIN---Santa Clara---San Mateo","CALTRAIN---Santa Clara---San Mateo"
"618","Caltrain",2014,"CALTRAIN---22nd Street---Palo Alto","CALTRAIN---22nd Street---Palo Alto"
"619","Caltrain",2014,"CALTRAIN---San Jose---Millbrae","CALTRAIN---San Jose---Millbrae"
"620","Caltrain",2014,"CALTRAIN---San Francisco---San Antonio","CALTRAIN---San Francisco---San Antonio"
"621","Caltrain",2014,"CALTRAIN---Millbrae---Menlo Park","CALTRAIN---Millbrae---Menlo Park"
"622","Caltrain",2014,"CALTRAIN---Millbrae---San Mateo","CALTRAIN---Millbrae---San Mateo"
"623","Caltrain",2014,"CALTRAIN---San Jose---San Carlos","CALTRAIN---San Jose---San Carlos"
"624","Caltrain",2014,"CALTRAIN---San Carlos---College Park","CALTRAIN---San Carlos---College Park"
"625","Caltrain",2014,"CALTRAIN---Mountain View---San Carlos","CALTRAIN---Mountain View---San Carlos"
"626","Caltrain",2014,"CALTRAIN---Menlo Park---22nd Street","CALTRAIN---Menlo Park---22nd Street"
"627","Caltrain",2014,"CALTRAIN---So. San Francisco---San Jose","CALTRAIN---So. San Francisco---San Jose"
"628","Caltrain",2014,"CALTRAIN---Sunnyvale---San Francisco","CALTRAIN---Sunnyvale---San Francisco"
"629","Caltrain",2014,"CALTRAIN---Menlo Park---San Francisco","CALTRAIN---Menlo Park---San Francisco"
"630","Caltrain",2014,"CALTRAIN---San Jose---Palo Alto","CALTRAIN---San Jose---Palo Alto"
"631","Caltrain",2014,"CALTRAIN---San Francisco---Redwood City","CALTRAIN---San Francisco---Redwood City"
"632","Caltrain",2014,"CALTRAIN---San Jose---Belmont","CALTRAIN---San Jose---Belmont"
"633","Caltrain",2014,"CALTRAIN---Millbrae---San Francisco","CALTRAIN---Millbrae---San Francisco"
"634","Caltrain",2014,"CALTRAIN---Hillsdale---San Jose","CALTRAIN---Hillsdale---San Jose"
"635","Caltrain",2014,"CALTRAIN---Mountain View---California Ave","CALTRAIN---Mountain View---California Ave"
"636","Caltrain",2014,"CALTRAIN---San Mateo---Burlingame","CALTRAIN---San Mateo---Burlingame"
"637","Caltrain",2014,"CALTRAIN---Palo Alto---San Mateo","CALTRAIN---Palo Alto---San Mateo"
"638","Caltrain",2014,"CALTRAIN---Tamien---San Francisco","CALTRAIN---Tamien---San Francisco"
"639","Caltrain",2014,"CALTRAIN---San Francisco---Hayward Park","CALTRAIN---San Francisco---Hayward Park"
"640","Caltrain",2014,"CALTRAIN---Palo Alto---Santa Clara","CALTRAIN---Palo Alto---Santa Clara"
"641","Caltrain",2014,"CALTRAIN---Tamien---Palo Alto","CALTRAIN---Tamien---Palo Alto"
"642","Caltrain",2014,"CALTRAIN---San Francisco---Sunnyvale","CALTRAIN---San Francisco---Sunnyvale"
"643","Caltrain",2014,"CALTRAIN---California Ave---San Jose","CALTRAIN---California Ave---San Jose"
"644","Caltrain",2014,"CALTRAIN---San Francisco---Lawrence","CALTRAIN---San Francisco---Lawrence"
"645","Caltrain",2014,"CALTRAIN---Redwood City---Mountain View","CALTRAIN---Redwood City---Mountain View"
"646","Caltrain",2014,"CALTRAIN---Burlingame---California Ave","CALTRAIN---Burlingame---California Ave"
"647","Caltrain",2014,"CALTRAIN---San Jose---California Ave","CALTRAIN---San Jose---California Ave"
"648","Caltrain",2014,"CALTRAIN---Redwood City---Millbrae","CALTRAIN---Redwood City---Millbrae"
"649","Caltrain",2014,"CALTRAIN---San Bruno---Mountain View","CALTRAIN---San Bruno---Mountain View"
"650","Caltrain",2014,"CALTRAIN---Hillsdale---Burlingame","CALTRAIN---Hillsdale---Burlingame"
"651","Caltrain",2014,"CALTRAIN---San Antonio---Palo Alto","CALTRAIN---San Antonio---Palo Alto"
"652","Caltrain",2014,"CALTRAIN---California Ave---San Francisco","CALTRAIN---California Ave---San Francisco"
"653","Caltrain",2014,"CALTRAIN---San Francisco---Tamien","CALTRAIN---San Francisco---Tamien"
"654","Caltrain",2014,"CALTRAIN---Burlingame---Hillsdale","CALTRAIN---Burlingame---Hillsdale"
"655","Caltrain",2014,"CALTRAIN---Lawrence---San Francisco","CALTRAIN---Lawrence---San Francisco"
"656","Caltrain",2014,"CALTRAIN---College Park---San Carlos","CALTRAIN---College Park---San Carlos"
"657","Caltrain",2014,"CALTRAIN---Santa Clara---Menlo Park","CALTRAIN---Santa Clara---Menlo Park"
"658","Caltrain",2014,"CALTRAIN---San Carlos---San Jose","CALTRAIN---San Carlos---San Jose"
"659","Caltrain",2014,"CALTRAIN---San Mateo---San Francisco","CALTRAIN---San Mateo---San Francisco"
"660","Caltrain",2014,"CALTRAIN---California Ave---Mountain View","CALTRAIN---California Ave---Mountain View"
"661","Caltrain",2014,"CALTRAIN---Mountain View---Palo Alto","CALTRAIN---Mountain View---Palo Alto"
"662","Caltrain",2014,"CALTRAIN---22nd Street---Mountain View","CALTRAIN---22nd Street---Mountain View"
"663","Caltrain",2014,"CALTRAIN---San Francisco---Menlo Park","CALTRAIN---San Francisco---Menlo Park"
