"","survey","entry","base_name","operator"
"310","SFMTA","MUNI 1AX-California A Express","1AX-California A Express","MUNI"
"311","SFMTA","County Connection 25 BART Lafayette/BART Walnut Creek","25 BART Lafayette/BART Walnut Creek","County Connection"
"312","SFMTA","AC 217 Fremont BART to Great Mall","217 Fremont BART to Great Mall","AC"
"313","SFMTA","AC H Barrett Ave. & San Pablo Ave. El Cerrito","H Barrett Ave. & San Pablo Ave. El Cerrito","AC"
"314","SFMTA","WestCAT 12 Local - Hercules Trees and Flowers: Loop","12 Local - Hercules Trees and Flowers: Loop","WestCAT"
"315","SFMTA","AC 7 El Cerrito del Norte BART","7 El Cerrito del Norte BART","AC"
"316","SFMTA","Golden Gate 72 Santa Rosa - Rohnert Park - San Francisco","72 Santa Rosa - Rohnert Park - San Francisco","Golden Gate"
"317","SFMTA","WestCAT JL Express - Del Norte BART/Hilltop Shopping Center","JL Express - Del Norte BART/Hilltop Shopping Center","WestCAT"
"318","SFMTA","AC 97 Bay Fair BART to Union City BART","97 Bay Fair BART to Union City BART","AC"
"319","SFMTA","AC NX3 Marlow Dr. & Foothill Way Oakland","NX3 Marlow Dr. & Foothill Way Oakland","AC"
"320","SFMTA","SamTrans 112 Linda Mar Colma BART","112 Linda Mar Colma BART","SamTrans"
"321","SFMTA","SamTrans 122 South San Francisco BART Stonestown","122 South San Francisco BART Stonestown","SamTrans"
"322","SFMTA","AC 98 Coliseum BART Edgewater Dr.","98 Coliseum BART Edgewater Dr.","AC"
"323","SFMTA","AC 1 Berkeley BART to Bay Fair BART","1 Berkeley BART to Bay Fair BART","AC"
"324","SFMTA","Golden Gate Ferry Larkspur Ferry","Ferry Larkspur Ferry","Golden Gate"
"325","SFMTA","VTA 22 EASTRIDGE - PALO ALTO/MENLO PARK","22 EASTRIDGE - PALO ALTO/MENLO PARK","VTA"
"326","SFMTA","Blue & Gold Sausalito Ferry","Sausalito Ferry","Blue & Gold"
"327","SFMTA","County Connection 7 Shadelands/BART Pleasant Hill/BART Walnut Creek","7 Shadelands/BART Pleasant Hill/BART Walnut Creek","County Connection"
"328","SFMTA","AC 40 Downtown Oakland to Bay Fair BART","40 Downtown Oakland to Bay Fair BART","AC"
"329","SFMTA","AC NX4 Castro Valley Park & Ride","NX4 Castro Valley Park & Ride","AC"
"330","SFMTA","AC CB Warren Freeway and Broadway Terr. Oakland","CB Warren Freeway and Broadway Terr. Oakland","AC"
"331","SFMTA","Altamont Commuter Express (ACE) Westbound Stockton/San Jose","Westbound Stockton/San Jose","ACE"
"332","SFMTA","AC P Highland Ave. & Highland Way Piedmont","P Highland Ave. & Highland Way Piedmont","AC"
"333","SFMTA","Fairfield and Suisun Transit (FAST) 90 Fairfield - El Cerrito Del Norte BART","90 Fairfield - El Cerrito Del Norte BART","FAST"
"334","SFMTA","Angel Island-Tiburon Ferry","Angel Island-Tiburon Ferry","Angel Island-Tiburon Ferry"
"335","SFMTA","AC 46 Coliseum BART to Oakland Zoo","46 Coliseum BART to Oakland Zoo","AC"
"336","SFMTA","Union City 1 Alvarado-Niles: Union City Blvd / Dyer","1 Alvarado-Niles: Union City Blvd / Dyer","Union City"
"337","SFMTA","County Connection 28 BART North Concord/Martinez","28 BART North Concord/Martinez","County Connection"
"338","SFMTA","County Connection Alamo Creek Shuttle","Alamo Creek Shuttle","County Connection"
"339","SFMTA","County Connection 9 DVC/BART Walnut Creek","9 DVC/BART Walnut Creek","County Connection"
"340","SFMTA","County Connection 36 San Ramon/BART Dublin","36 San Ramon/BART Dublin","County Connection"
"341","SFMTA","MUNI NX-N Express","NX-N Express","MUNI"
"342","SFMTA","AC 74 Marina Bay Richmond to San Pablo Dam Rd. El Sobrante","74 Marina Bay Richmond to San Pablo Dam Rd. El Sobrante","AC"
"343","SFMTA","County Connection 10 BART Concord/Clayton","10 BART Concord/Clayton","County Connection"
"344","SFMTA","Golden Gate 70 Novato - San Francisco","70 Novato - San Francisco","Golden Gate"
"345","SFMTA","AC 376 El Cerrito Del Norte BART to Richmond Parkway Transit Center","376 El Cerrito Del Norte BART to Richmond Parkway Transit Center","AC"
"346","SFMTA","AC G Richmond St. & Potrero St. El Cerrito","G Richmond St. & Potrero St. El Cerrito","AC"
"347","SFMTA","AC 26 Emery Bay Public Market to Lakeshore Ave.","26 Emery Bay Public Market to Lakeshore Ave.","AC"
"348","SFMTA","MUNI 38AX-Geary A Express","38AX-Geary A Express","MUNI"
"349","SFMTA","AC 57 Emeryville to Foothill Square Oakland","57 Emeryville to Foothill Square Oakland","AC"
"350","SFMTA","SamTrans 398 San Bruno BART - Redwood City Transit Center","398 San Bruno BART - Redwood City Transit Center","SamTrans"
"351","SFMTA","AC 48 Hayward BART to Bay Fair BART","48 Hayward BART to Bay Fair BART","AC"
"352","SFMTA","AC 85 San Leandro BART to South Hayward BART","85 San Leandro BART to South Hayward BART","AC"
"353","SFMTA","VTA 32 STA CLARA CTRN -SN ANTONIO SHOP CTR","32 STA CLARA CTRN -SN ANTONIO SHOP CTR","VTA"
"354","SFMTA","VTA 60 WINCHESTER LRT - GT AMERICA","60 WINCHESTER LRT - GT AMERICA","VTA"
"355","SFMTA","AC 800 All Nighter. Richmond BART to Market St. and Van Ness Ave. S.F.","800 All Nighter. Richmond BART to Market St. and Van Ness Ave. S.F.","AC"
"356","SFMTA","VTA 64 ALMADEN LRT - MCKEE & WHITE","64 ALMADEN LRT - MCKEE & WHITE","VTA"
"358","SFMTA","Blue & Gold Harbor Bay","Harbor Bay","Harbor Bay"
"359","SFMTA","Livermore Amadore Transit","Transit","Livermore Amadore"
"360","SFMTA","Livermore Amadore 10R","10R","Livermore Amadore"
"361","SFMTA","Bart JR","Bart JR","BAD REFERENCE"
"362","SFMTA","Lynx","Lynx","BAD REFERENCE"
"382","SFMTA","Golden Gate 97 Larkspur Ferry Terminal - San Francisco","97 Larkspur Ferry Terminal - San Francisco","Golden Gate"
"398","SFMTA","County Connection 35 BART Dublin/San Ramon","35 BART Dublin/San Ramon","County Connection"
"407","SFMTA","WestCAT JPX Express - Del Norte BART to Hercules Transit Center","JPX Express - Del Norte BART to Hercules Transit Center","WestCAT"
"421","SFMTA","MUNI 83X-Mid-Market Express","83X-Mid-Market Express","MUNI"
"487","SFMTA","MUNI 82X-Levi Plaza Express","82X-Levi Plaza Express","MUNI"
"507","SFMTA","MUNI 38BX-Geary B Express","38BX-Geary B Express","MUNI"
"509","SFMTA","Golden Gate Ferry Sausalito Ferry","Ferry Sausalito Ferry","Golden Gate"
"510","SFMTA","MUNI 39-Coit","39-Coit","MUNI"
"512","SFMTA","Genentech Shuttle (Glen Park, others)","Genentech Shuttle (Glen Park, others)","Genentech"
"516","SFMTA","UCSF Shuttle - Mission Bay, Parnassus (16th St)","Shuttle - Mission Bay, Parnassus (16th St)","UCSF"
"519","SFMTA","AC SB Cedar Blvd. & Stevenson Blvd. Newark","SB Cedar Blvd. & Stevenson Blvd. Newark","AC"
"525","SFMTA","Facebook Shuttle (Ashby, MacArthur)","Facebook Shuttle (Ashby, MacArthur)","Facebook"
"526","SFMTA","Golden Gate 101X Santa Rosa - San Francisco","101X Santa Rosa - San Francisco","Golden Gate"
"527","SFMTA","San Francisco State (SFSU) Shuttle (Daly City)","San Francisco State (SFSU) Shuttle (Daly City)","SFSU"
"530","SFMTA","AC B Lakeshore Ave. Oakland","B Lakeshore Ave. Oakland","AC"
"534","SFMTA","AC NX1 Fruitvale Ave. & MacArthur Blvd.","NX1 Fruitvale Ave. & MacArthur Blvd.","AC"
"538","SFMTA","Stanford Marguerite Shuttle Bohannon","Marguerite Shuttle Bohannon","Stanford"
"539","SFMTA","MUNI L OWL","L OWL","MUNI"
"558","SFMTA","MUNI K OWL","K OWL","MUNI"
"560","SFMTA","Brisbain Crocker Park Bart","Brisbain Crocker Park Bart","BAD REFERENCE"
"561","SFMTA","Apple bus","Apple bus","Apple"
"565","SFMTA","Stanford Marguerite Shuttle Line P","Marguerite Shuttle Line P","Stanford"
"566","SFMTA","Stanford Marguerite Shuttle Research Park","Marguerite Shuttle Research Park","Stanford"
"567","SFMTA","SamTrans 270 Redwood City Caltrain Station Marsh Road (Menlo Park)","270 Redwood City Caltrain Station Marsh Road (Menlo Park)","SamTrans"
"586","SFMTA","AC 54 Fruitvale BART to Merritt College","54 Fruitvale BART to Merritt College","AC"
"594","SFMTA","AC 12 Berkeley BART to Downtown Oakland","12 Berkeley BART to Downtown Oakland","AC"
"615","SFMTA","Burlingame Trolley Shuttle (hotels to downtown Burlingame)","Burlingame Trolley Shuttle (hotels to downtown Burlingame)","Burlingame"
"618","SFMTA","Marin 233 Santa Venetia Shuttle","233 Santa Venetia Shuttle","Marin[ ]*"
"619","SFMTA","County Connection 627 BART North Concord/Mason Cir","627 BART North Concord/Mason Cir","County Connection"
"624","SFMTA","MUNI 56-Rutland","56-Rutland","MUNI"
"625","SFMTA","VTA 40 LA AVENIDA - SN ANTONIO SHOP CTR","40 LA AVENIDA - SN ANTONIO SHOP CTR","VTA"
"626","SFMTA","VTA 900 Light Rail","900 Light Rail","VTA"
"627","SFMTA","SamTrans 256 Hillsdale Mall - Foster City","256 Hillsdale Mall - Foster City","SamTrans"
"628","SFMTA","Caltrain Shuttle","Caltrain Shuttle","Caltrain"
"629","SFMTA","SamTrans 281 Stanford Shopping Center Palo Alto Caltrain East Palo Alto","281 Stanford Shopping Center Palo Alto Caltrain East Palo Alto","SamTrans"
"631","SFMTA","AC 99 Bay Fair BART to Fremont BART","99 Bay Fair BART to Fremont BART","AC"
"632","SFMTA","SamTrans 295 Downtown San Mateo Menlo Park","295 Downtown San Mateo Menlo Park","SamTrans"
"633","SFMTA","VTA 901 Light Rail","901 Light Rail","VTA"
"634","SFMTA","Stanford Marguerite Shuttle Line Y (Clockwise)","Marguerite Shuttle Line Y (Clockwise)","Stanford"
"635","SFMTA","SamTrans 276 Redwood City Transit Center - Florence/17th","276 Redwood City Transit Center - Florence/17th","SamTrans"
"638","SFMTA","SamTrans SCS","SCS","SamTrans"
"640","SFMTA","County Connection 15 Treat Blvd","15 Treat Blvd","County Connection"
"641","SFMTA","AC 83 Hayward BART to South Hayward BART","83 Hayward BART to South Hayward BART","AC"
"643","SFMTA","County Connection 2 Rudgear/BART Walnut Creek","2 Rudgear/BART Walnut Creek","County Connection"
"644","SFMTA","Harbor Bay Shuttle (Coliseum)","Harbor Bay Shuttle (Coliseum)","Harbor Bay"
"645","SFMTA","Tri Delta 391 Pittsburg BART / Brentwood Park & Ride","391 Pittsburg BART / Brentwood Park & Ride","Tri Delta"
"646","SFMTA","County Connection 1M Walnut Creek BART/Marchbanks","1M Walnut Creek BART/Marchbanks","County Connection"
"647","SFMTA","Tri Delta 380 Pittsburg BART / Antioch","380 Pittsburg BART / Antioch","Tri Delta"
"649","SFMTA","Emery Go-Round Hollis","Go-Round Hollis","Emery"
"651","SFMTA","AC 72M Point Richmond to Oakland Amtrak","72M Point Richmond to Oakland Amtrak","AC"
"653","SFMTA","AC 49 Rockridge BART to Berkeley BART","49 Rockridge BART to Berkeley BART","AC"
"654","SFMTA","Capitol Corridor Shuttle Bus","Shuttle Bus","Capitol Corridor"
"659","SFMTA","VTA 89 CALIFORNIA AVE CTRN-VETS HOSPITAL","89 CALIFORNIA AVE CTRN-VETS HOSPITAL","VTA"
"661","SFMTA","VTA 522 EASTRIDGE - PALO ALTO","522 EASTRIDGE - PALO ALTO","VTA"
"663","SFMTA","SamTrans 296 Redwood City East Palo Alto","296 Redwood City East Palo Alto","SamTrans"
"669","SFMTA","AC 239 Fremont BART to Warm Springs Blvd. & Dixon Landing Rd.","239 Fremont BART to Warm Springs Blvd. & Dixon Landing Rd.","AC"
"672","SFMTA","Union City 2 Whipple","2 Whipple","Union City"
"679","SFMTA","AC 22 Hayward BART","22 Hayward BART","AC"
"685","SFMTA","AC 60 Hayward BART to Cal State East Bay","60 Hayward BART to Cal State East Bay","AC"
"686","SFMTA","WestCAT JX Express - Del Norte BART to Hercules Transit Center","JX Express - Del Norte BART to Hercules Transit Center","WestCAT"
"690","SFMTA","VTA 201 DASH Downtown Area Shuttle","201 DASH Downtown Area Shuttle","VTA"
"699","SFMTA","AC 47 Fruitvale BART to Maxwell Park","47 Fruitvale BART to Maxwell Park","AC"
"700","SFMTA","SamTrans 275 Woodside/Fernside - Redwood City Transit Center","275 Woodside/Fernside - Redwood City Transit Center","SamTrans"
"702","SFMTA","AC 72R San Pablo Rapid -- Contra Costa College to Jack London Square","72R San Pablo Rapid -- Contra Costa College to Jack London Square","AC"
"703","SFMTA","LBL / Lawrence Berkeley Lab Shuttle (Downtown Berkeley, Rockridge)","LBL / Lawrence Berkeley Lab Shuttle (Downtown Berkeley, Rockridge)","LBL"
"708","SFMTA","County Connection 5 Creekside/BART Walnut Creek","5 Creekside/BART Walnut Creek","County Connection"
"710","SFMTA","10R Livermore Amador Valley Transit","10R Livermore Amador Valley Transit","MUNI"
"711","SFMTA","Marin36","36","Marin[ ]*"
"713","SFMTA","Golden Gate 17 San Rafael - Sausalito","17 San Rafael - Sausalito","Golden Gate"
"720","SFMTA","SamTrans 250 Downtown San Mateo College of San Mateo","250 Downtown San Mateo College of San Mateo","SamTrans"
"723","SFMTA","VTA 70 CAPITOL LRT STN - GREAT MALL/MAIN","70 CAPITOL LRT STN - GREAT MALL/MAIN","VTA"
"730","SFMTA","SolTrans 7 Target Shopping Center/Vallejo Transit Center","7 Target Shopping Center/Vallejo Transit Center","SolTrans"
"733","SFMTA","VTA 65 KOOSER & MERIDIAN - DOWNTOWN S.J.","65 KOOSER & MERIDIAN - DOWNTOWN S.J.","VTA"
"738","SFMTA","Golden Gate 29 San Rafael - Larkspur Landing - Fairfax - Manor","29 San Rafael - Larkspur Landing - Fairfax - Manor","Golden Gate"
"742","SFMTA","10-Townsend","10-Townsend","MUNI"
"743","SFMTA","12-Folsom/Pacific","12-Folsom/Pacific","MUNI"
"744","SFMTA","14-Mission","14-Mission","MUNI"
"745","SFMTA","14R-Mission Rapid","14R-Mission Rapid","MUNI"
"746","SFMTA","14X-Mission Express","14X-Mission Express","MUNI"
"747","SFMTA","18-46th Avenue","18-46th Avenue","MUNI"
"748","SFMTA","19-Polk","19-Polk","MUNI"
"749","SFMTA","1AX-California A Express","1AX-California A Express","MUNI"
"750","SFMTA","1BX-California B Express","1BX-California B Express","MUNI"
"751","SFMTA","1-California","1-California","MUNI"
"752","SFMTA","21-Hayes","21-Hayes","MUNI"
"753","SFMTA","22-Fillmore","22-Fillmore","MUNI"
"754","SFMTA","23-Monterey","23-Monterey","MUNI"
"755","SFMTA","24-Divisadero","24-Divisadero","MUNI"
"756","SFMTA","25-Treasure Island","25-Treasure Island","MUNI"
"757","SFMTA","27-Bryant","27-Bryant","MUNI"
"758","SFMTA","28-19th Avenue","28-19th Avenue","MUNI"
"759","SFMTA","28R-19th Avenue Rapid","28R-19th Avenue Rapid","MUNI"
"760","SFMTA","29-Sunset","29-Sunset","MUNI"
"761","SFMTA","2-Clement","2-Clement","MUNI"
"762","SFMTA","30-Stockton","30-Stockton","MUNI"
"763","SFMTA","30X-Marina Express","30X-Marina Express","MUNI"
"764","SFMTA","31AX-Balboa A Express","31AX-Balboa A Express","MUNI"
"765","SFMTA","31-Balboa","31-Balboa","MUNI"
"766","SFMTA","31BX-Balboa B Express","31BX-Balboa B Express","MUNI"
"767","SFMTA","33-Ashbury/18th","33-Ashbury/18th","MUNI"
"768","SFMTA","35-Eureka","35-Eureka","MUNI"
"769","SFMTA","36-Teresita","36-Teresita","MUNI"
"770","SFMTA","37-Corbett","37-Corbett","MUNI"
"771","SFMTA","38AX-Geary A Express","38AX-Geary A Express","MUNI"
"772","SFMTA","38BX-Geary B Express","38BX-Geary B Express","MUNI"
"773","SFMTA","38-Geary","38-Geary","MUNI"
"774","SFMTA","38R-Geary Rapid","38R-Geary Rapid","MUNI"
"775","SFMTA","39-Coit","39-Coit","MUNI"
"776","SFMTA","3-Jackson","3-Jackson","MUNI"
"777","SFMTA","41-Union","41-Union","MUNI"
"778","SFMTA","43-Masonic","43-Masonic","MUNI"
"779","SFMTA","44-OShaughnessy","44-OShaughnessy","MUNI"
"780","SFMTA","45-Union/Stockton","45-Union/Stockton","MUNI"
"781","SFMTA","47-Van Ness","47-Van Ness","MUNI"
"782","SFMTA","48-Quintara/24th Street","48-Quintara/24th Street","MUNI"
"783","SFMTA","49-Van Ness/Mission","49-Van Ness/Mission","MUNI"
"784","SFMTA","52-Excelsior","52-Excelsior","MUNI"
"785","SFMTA","54-Felton","54-Felton","MUNI"
"786","SFMTA","55-16th Street","55-16th Street","MUNI"
"787","SFMTA","56-Rutland","56-Rutland","MUNI"
"788","SFMTA","57-Parkmerced","57-Parkmerced","MUNI"
"789","SFMTA","5-Fulton","5-Fulton","MUNI"
"790","SFMTA","5R-Fulton Rapid","5R-Fulton Rapid","MUNI"
"791","SFMTA","66-Quintara","66-Quintara","MUNI"
"792","SFMTA","67-Bernal Heights","67-Bernal Heights","MUNI"
"793","SFMTA","6-Haight/Parnassus","6-Haight/Parnassus","MUNI"
"794","SFMTA","7-Haight/Noriega","7-Haight/Noriega","MUNI"
"795","SFMTA","7R-Haight/Noriega Rapid","7R-Haight/Noriega Rapid","MUNI"
"796","SFMTA","7X-Noriega Express","7X-Noriega Express","MUNI"
"797","SFMTA","81X-Caltrain Express","81X-Caltrain Express","Caltrain"
"798","SFMTA","82X-Levi Plaza Express","82X-Levi Plaza Express","MUNI"
"799","SFMTA","83X-Mid-Market Express","83X-Mid-Market Express","MUNI"
"800","SFMTA","88-BART Shuttle","88-BART Shuttle","MUNI"
"801","SFMTA","8AX-Bayshore A Express","8AX-Bayshore A Express","MUNI"
"802","SFMTA","8-Bayshore","8-Bayshore","MUNI"
"803","SFMTA","8BX-Bayshore B Express","8BX-Bayshore B Express","MUNI"
"804","SFMTA","90-San Bruno Owl","90-San Bruno Owl","MUNI"
"805","SFMTA","91-Owl","91-Owl","MUNI"
"806","SFMTA","9R-San Bruno Rapid","9R-San Bruno Rapid","MUNI"
"807","SFMTA","9-San Bruno","9-San Bruno","MUNI"
"808","SFMTA","California-","California-","BAD REFERENCE"
"809","SFMTA","E-Embarcadero","E-Embarcadero","MUNI"
"810","SFMTA","F-Market & Wharves","F-Market & Wharves","MUNI"
"811","SFMTA","J-Church","J-Church","MUNI"
"812","SFMTA","KT-Ingleside/Third Street","KT-Ingleside/Third Street","MUNI"
"813","SFMTA","L-Taraval","L-Taraval","MUNI"
"814","SFMTA","M-Ocean View","M-Ocean View","MUNI"
"815","SFMTA","N-Judah","N-Judah","MUNI"
"816","SFMTA","NX-N Express","NX-N Express","MUNI"
"817","SFMTA","Powell-Hyde","Powell-Hyde","BAD REFERENCE"
"818","SFMTA","POWELL-MASON","POWELL-MASON","MUNI"
"819","SFMTA","-","-","Missing"
"821","SFMTA","INBOUND","INBOUND","BAD REFERENCE"
"822","SFMTA","OUTBOUND","OUTBOUND","BAD REFERENCE"
