champ_name,apc_route,apc_direction,stop_location,stop_sequence,segment
MUN1I,1,INBOUND,Geary/33rd,0,A
MUN1I,1,INBOUND,33rd/Clement,1,A
MUN1I,1,INBOUND,Clement/32nd,2,A
MUN1I,1,INBOUND,California/32nd,3,A
MUN1I,1,INBOUND,30th/California,4,A
MUN1I,1,INBOUND,California/28th,5,A
MUN1I,1,INBOUND,California/25th,6,A
MUN1I,1,INBOUND,22nd/California,7,A
MUN1I,1,INBOUND,California/19th,8,A
MUN1I,1,INBOUND,California/16th,9,A
MUN1I,1,INBOUND,California/Park Presidio,10,A
MUN1I,1,INBOUND,12th/California,11,A
MUN1I,1,INBOUND,California/10th,12,A
MUN1I,1,INBOUND,8th/California,13,A
MUN1I,1,INBOUND,6th/California,14,A
MUN1I,1,INBOUND,California/4th,15,A
MUN1I,1,INBOUND,California/Arguello,16,A
MUN1I,1,INBOUND,Cherry/California,17,A
MUN1I,1,INBOUND,California/Spruce,18,A
MUN1I,1,INBOUND,Laurel/California,19,A
MUN1I,1,INBOUND,California/Presidio,20,B
MUN1I,1,INBOUND,Baker/California,21,B
MUN1I,1,INBOUND,Divisadero/California,22,B
MUN1I,1,INBOUND,California/Pierce,23,B
MUN1I,1,INBOUND,Steiner/Sacramento,24,B
MUN1I,1,INBOUND,Sacramento/Fillmore,25,B
MUN1I,1,INBOUND,Sacramento/Webster,26,B
MUN1I,1,INBOUND,Buchanan/Sacramento,27,B
MUN1I,1,INBOUND,Laguna/Sacramento,28,B
MUN1I,1,INBOUND,Octavia/Sacramento,29,B
MUN1I,1,INBOUND,Gough/Sacramento,30,B
MUN1I,1,INBOUND,Franklin/Clay,31,B
MUN1I,1,INBOUND,Van Ness/Clay,32,C
MUN1I,1,INBOUND,Polk/Clay,33,C
MUN1I,1,INBOUND,Larkin/Clay,34,C
MUN1I,1,INBOUND,Hyde/Clay,35,C
MUN1I,1,INBOUND,Leavenworth/Clay,36,C
MUN1I,1,INBOUND,Jones/Clay,37,C
MUN1I,1,INBOUND,Clay/Taylor,38,C
MUN1I,1,INBOUND,Mason/Clay,39,C
MUN1I,1,INBOUND,Powell/Clay,40,C
MUN1I,1,INBOUND,Stockton/Clay,41,C
MUN1I,1,INBOUND,Grant/Clay,42,C
MUN1I,1,INBOUND,Kearny/Clay,43,C
MUN1I,1,INBOUND,Montgomery/Clay,44,C
MUN1I,1,INBOUND,Sansome/Clay,45,C
MUN1I,1,INBOUND,Front/Clay,46,C
MUN1I,1,INBOUND,Clay/Drumm,47,C
MUN14I,14,INBOUND,MISSION / 'SAN JOSE',0,A
MUN14I,14,INBOUND,Mission/Evergreen,1,A
MUN14I,14,INBOUND,Sickles/Mission/Acton,2,A
MUN14I,14,INBOUND,Oliver/Mission,3,A
MUN14I,14,INBOUND,Oliver/Mission,4,A
MUN14I,14,INBOUND,Lowell/Mission,5,A
MUN14I,14,INBOUND,Guttenberg/Mission,6,A
MUN14I,14,INBOUND,Allison/Mission,7,A
MUN14I,14,INBOUND,Mission/Geneva,8,A
MUN14I,14,INBOUND,Mission/Italy,9,A
MUN14I,14,INBOUND,Mission/Russia,10,A
MUN14I,14,INBOUND,Persia/Mission,11,A
MUN14I,14,INBOUND,Mission/Brazil,12,A
MUN14I,14,INBOUND,Mission/Excelsior,13,A
MUN14I,14,INBOUND,Silver/Mission,14,A
MUN14I,14,INBOUND,Mission/Trumbull,15,A
MUN14I,14,INBOUND,Murray/Bosworth/Mission,16,A
MUN14I,14,INBOUND,Mission/Richland,17,A
MUN14I,14,INBOUND,Leese/Mission/Highland,18,A
MUN14I,14,INBOUND,Appleton/Mission,19,A
MUN14I,14,INBOUND,Cortland/Mission,20,A
MUN14I,14,INBOUND,30th/Mission,21,B
MUN14I,14,INBOUND,29th/Mission,22,B
MUN14I,14,INBOUND,Fair/Mission,23,B
MUN14I,14,INBOUND,Mission/Coso,24,B
MUN14I,14,INBOUND,26th/Mission,25,B
MUN14I,14,INBOUND,24th/Mission,26,B
MUN14I,14,INBOUND,Mission/23rd,27,B
MUN14I,14,INBOUND,22nd/Mission,28,B
MUN14I,14,INBOUND,Mission/21st,29,B
MUN14I,14,INBOUND,Mission/20th,30,B
MUN14I,14,INBOUND,Mission/19th,31,B
MUN14I,14,INBOUND,Mission/18th,32,B
MUN14I,14,INBOUND,Mission/16th,33,B
MUN14I,14,INBOUND,15th/Mission,34,B
MUN14I,14,INBOUND,14th/Mission,35,B
MUN14I,14,INBOUND,Duboce/Mission/Otis,36,C
MUN14I,14,INBOUND,12th/Mission/Otis/South Van Ness,37,C
MUN14I,14,INBOUND,Mission/11th,38,C
MUN14I,14,INBOUND,Mission/9th,39,C
MUN14I,14,INBOUND,8th/Mission,40,C
MUN14I,14,INBOUND,Mission/7th,41,C
MUN14I,14,INBOUND,6th/Mission,42,C
MUN14I,14,INBOUND,5th/Mission,43,C
MUN14I,14,INBOUND,Mission/4th,44,C
MUN14I,14,INBOUND,3rd/Mission,45,C
MUN14I,14,INBOUND,Mission/2nd,46,C
MUN14I,14,INBOUND,Fremont/Mission,47,C
MUN14I,14,INBOUND,Main/Market,48,C
MUN14I,14,INBOUND,26th/Mission,49,B
MUN14I,14,INBOUND,26th/Mission,50,B
MUN38LI,038L,INBOUND,48th/Point Lobos/El Camino Del Mar,0,A
MUN38LI,038L,INBOUND,Geary/45th,1,A
MUN38LI,038L,INBOUND,Geary/42nd,2,A
MUN38LI,038L,INBOUND,Geary/39th,3,A
MUN38LI,038L,INBOUND,Geary/36th,4,A
MUN38LI,038L,INBOUND,Geary/33rd,5,A
MUN38LI,038L,INBOUND,Geary/25th,6,A
MUN38LI,038L,INBOUND,Geary/20th,7,A
MUN38LI,038L,INBOUND,Geary/Park Presidio,8,A
MUN38LI,038L,INBOUND,6th/Geary,9,A
MUN38LI,038L,INBOUND,Geary/Arguello,10,A
MUN38LI,038L,INBOUND,Geary/Spruce,11,B
MUN38LI,038L,INBOUND,Geary/Presidio,12,B
MUN38LI,038L,INBOUND,Geary/Divisadero,13,B
MUN38LI,038L,INBOUND,Geary/Fillmore,14,B
MUN38LI,038L,INBOUND,Geary/Laguna,15,B
MUN38LI,038L,INBOUND,Van Ness/O Farrell,16,C
MUN38LI,038L,INBOUND,O Farrell/Taylor,17,C
MUN38LI,038L,INBOUND,Powell/O Farrell,18,C
MUN38LI,038L,INBOUND,Grant/O Farrell/Market,19,C
MUN38LI,038L,INBOUND,3rd/Kearny/Market,20,C
MUN38LI,038L,INBOUND,1st/Bush/Market,21,C
MUN38LI,038L,INBOUND,Beale/Pine/Davis/Market,22,C
MUN38LI,038L,INBOUND,Beale,23,C
MUN38LI,038L,INBOUND,Folsom/Main,24,C
MUNNI,N,INBOUND,Judah/La Playa,0,A
MUNNI,N,INBOUND,Judah/46th,1,A
MUNNI,N,INBOUND,Judah/43rd,2,A
MUNNI,N,INBOUND,40th/Judah,3,A
MUNNI,N,INBOUND,Sunset/Judah,4,A
MUNNI,N,INBOUND,Judah/34th,5,A
MUNNI,N,INBOUND,Judah/31st,6,A
MUNNI,N,INBOUND,28th/Judah,7,A
MUNNI,N,INBOUND,Judah/25th,8,A
MUNNI,N,INBOUND,22nd/Judah,9,A
MUNNI,N,INBOUND,19th/Judah,10,A
MUNNI,N,INBOUND,Judah/15th,11,B
MUNNI,N,INBOUND,Judah/Funston,12,B
MUNNI,N,INBOUND,Judah/12th,13,B
MUNNI,N,INBOUND,Judah/9th,14,B
MUNNI,N,INBOUND,Irving/9th,15,B
MUNNI,N,INBOUND,7th/Irving,16,B
MUNNI,N,INBOUND,4th/Irving,17,B
MUNNI,N,INBOUND,Irving/Arguello,18,B
MUNNI,N,INBOUND,Carl/Hillway,19,B
MUNNI,N,INBOUND,Carl/Stanyan,20,B
MUNNI,N,INBOUND,Carl/Cole,21,B
MUNNI,N,INBOUND,Duboce/Noe,22,B
MUNNI,N,INBOUND,Duboce/Church,23,C
MUNNI,N,INBOUND,Muni Van Ness Station,24,C
MUNNI,N,INBOUND,Muni Civic Center Station,25,C
MUNNI,N,INBOUND,Muni Powell Station,26,C
MUNNI,N,INBOUND,Muni Montgomery Station,27,C
MUNNI,N,INBOUND,Muni Embarcadero Station,28,D
MUNNI,N,INBOUND,Embarcadero/Folsom,29,E
MUNNI,N,INBOUND,Embarcadero/Brannan,30,E
MUNNI,N,INBOUND,King/2nd,31,E
MUNNI,N,INBOUND,4th/King,32,E
MUNNO,N,OUTBOUND,4th/King,0,A
MUNNO,N,OUTBOUND,King/2nd,1,A
MUNNO,N,OUTBOUND,Embarcadero/Brannan,2,A
MUNNO,N,OUTBOUND,Embarcadero/Folsom,3,A
MUNNO,N,OUTBOUND,Muni Embarcadero Station,4,B
MUNNO,N,OUTBOUND,Muni Montgomery Station,5,C
MUNNO,N,OUTBOUND,Muni Powell Station,6,C
MUNNO,N,OUTBOUND,Muni Civic Center Station,7,C
MUNNO,N,OUTBOUND,Muni Van Ness Station,8,C
MUNNO,N,OUTBOUND,Duboce/Church,9,C
MUNNO,N,OUTBOUND,Duboce/Noe,10,D
MUNNO,N,OUTBOUND,Carl/Cole,11,D
MUNNO,N,OUTBOUND,Carl/Stanyan,12,D
MUNNO,N,OUTBOUND,Carl/Hillway,13,D
MUNNO,N,OUTBOUND,2nd/Irving,14,D
MUNNO,N,OUTBOUND,4th/Irving,15,D
MUNNO,N,OUTBOUND,7th/Irving,16,D
MUNNO,N,OUTBOUND,Irving/9th,17,D
MUNNO,N,OUTBOUND,Judah/9th,18,D
MUNNO,N,OUTBOUND,Judah/12th,19,D
MUNNO,N,OUTBOUND,Judah/Funston,20,D
MUNNO,N,OUTBOUND,Judah/16th,21,D
MUNNO,N,OUTBOUND,19th/Judah,22,E
MUNNO,N,OUTBOUND,23rd/Judah,23,E
MUNNO,N,OUTBOUND,Judah/25th,24,E
MUNNO,N,OUTBOUND,28th/Judah,25,E
MUNNO,N,OUTBOUND,Judah/31st,26,E
MUNNO,N,OUTBOUND,Judah/34th,27,E
MUNNO,N,OUTBOUND,Sunset/Judah,28,E
MUNNO,N,OUTBOUND,40th/Judah,29,E
MUNNO,N,OUTBOUND,Judah/43rd,30,E
MUNNO,N,OUTBOUND,Judah/46th,31,E
MUNNO,N,OUTBOUND,48th/Judah,32,E
MUNFI,F,INBOUND,17th/Castro/Market,0,A
MUNFI,F,INBOUND,Noe/16th/Market,1,A
MUNFI,F,INBOUND,Market/Sanchez,2,A
MUNFI,F,INBOUND,Church/Market,3,A
MUNFI,F,INBOUND,Dolores/Market,4,A
MUNFI,F,INBOUND,Guerrero/Laguna/Market,5,A
MUNFI,F,INBOUND,Haight/Gough/Market,6,A
MUNFI,F,INBOUND,Market/Van Ness,7,A
MUNFI,F,INBOUND,Larkin/Market/9th,8,A
MUNFI,F,INBOUND,Hyde/8th/Market/Grove,9,A
MUNFI,F,INBOUND,7th/Market,10,A
MUNFI,F,INBOUND,6th/Golden Gate/Market/Taylor,11,A
MUNFI,F,INBOUND,Cyril Magnin/5th/Market,12,B
MUNFI,F,INBOUND,Stockton/4th/Market/Ellis,13,B
MUNFI,F,INBOUND,3rd/Kearny/Market,14,B
MUNFI,F,INBOUND,Montgomery/Market,15,B
MUNFI,F,INBOUND,1st/Bush/Market,16,B
MUNFI,F,INBOUND,Main/Market,17,B
MUNFI,F,INBOUND,Don Chee,18,B
MUNFI,F,INBOUND,Embarcadero/Market,19,C
MUNFI,F,INBOUND,Embarcadero/Washington,20,C
MUNFI,F,INBOUND,Embarcadero/Broadway,21,C
MUNFI,F,INBOUND,Embarcadero/Green,22,C
MUNFI,F,INBOUND,Embarcadero/Greenwich,23,C
MUNFI,F,INBOUND,Embaercadero/Chestnut,24,C
MUNFI,F,INBOUND,Embarcadero/Bay,25,C
MUNFI,F,INBOUND,Embarcadero/Stockton,26,C
MUNFI,F,INBOUND,Jefferson/Powell/The Embarcadero,27,C
MUNFI,F,INBOUND,Jefferson/Taylor,28,C
MUNFI,F,INBOUND,Beach/Jones,29,C
MUNFO,F,OUTBOUND,Beach/Jones,0,A
MUNFO,F,OUTBOUND,Beach/Mason,1,A
MUNFO,F,OUTBOUND,Beach/Stockton,2,A
MUNFO,F,OUTBOUND,Embarcadero/Bay,3,A
MUNFO,F,OUTBOUND,Embaercadero/Chestnut,4,A
MUNFO,F,OUTBOUND,Embarcadero/Greenwich,5,A
MUNFO,F,OUTBOUND,Embarcadero/Green,6,A
MUNFO,F,OUTBOUND,Embarcadero/Broadway,7,A
MUNFO,F,OUTBOUND,Embarcadero/Washington,8,A
MUNFO,F,OUTBOUND,Embarcadero/Market,9,A
MUNFO,F,OUTBOUND,Don Chee,10,B
MUNFO,F,OUTBOUND,Main/Market,11,B
MUNFO,F,OUTBOUND,Battery/Market,12,B
MUNFO,F,OUTBOUND,2nd/Market,13,B
MUNFO,F,OUTBOUND,3rd/Kearny/Market,14,B
MUNFO,F,OUTBOUND,Stockton/4th/Market/Ellis,15,B
MUNFO,F,OUTBOUND,Cyril Magnin/5th/Market,16,B
MUNFO,F,OUTBOUND,6th/Golden Gate/Market/Taylor,17,C
MUNFO,F,OUTBOUND,7th/Market,18,C
MUNFO,F,OUTBOUND,Hyde/8th/Market/Grove,19,C
MUNFO,F,OUTBOUND,Larkin/Market/9th,20,C
MUNFO,F,OUTBOUND,Market/Van Ness,21,C
MUNFO,F,OUTBOUND,Haight/Gough/Market,22,C
MUNFO,F,OUTBOUND,Guerrero/Laguna/Market,23,C
MUNFO,F,OUTBOUND,Duboce/Buchanan/Market,24,C
MUNFO,F,OUTBOUND,Church/Market,25,C
MUNFO,F,OUTBOUND,Market/Sanchez,26,C
MUNFO,F,OUTBOUND,Noe/16th/Market,27,C
MUNFO,F,OUTBOUND,17th/Castro/Market,28,C
MUNJI,J,INBOUND,Geneva Muni Terminal,0,A
MUNJI,J,INBOUND,San Jose/Ocean,1,A
MUNJI,J,INBOUND,San Jose/Santa Ynez,2,A
MUNJI,J,INBOUND,San Jose/Santa Rosa,3,A
MUNJI,J,INBOUND,San Jose/Glen Park Muni stop,4,A
MUNJI,J,INBOUND,San Jose/Randall,5,A
MUNJI,J,INBOUND,30th/Dolores,6,A
MUNJI,J,INBOUND,30th/Church,7,B
MUNJI,J,INBOUND,29th/Church,8,B
MUNJI,J,INBOUND,27th/Church,9,B
MUNJI,J,INBOUND,Clipper/Church,10,B
MUNJI,J,INBOUND,24th/Church,11,B
MUNJI,J,INBOUND,22nd/Church,12,B
MUNJI,J,INBOUND,Chattanooga/21st,13,B
MUNJI,J,INBOUND,Liberty,14,B
MUNJI,J,INBOUND,20th/Church,15,B
MUNJI,J,INBOUND,Church/18th,16,B
MUNJI,J,INBOUND,16th/Church,17,B
MUNJI,J,INBOUND,Church/Market,18,C
MUNJI,J,INBOUND,Duboce/Church,19,C
MUNJI,J,INBOUND,Muni Van Ness Station,20,C
MUNJI,J,INBOUND,Muni Civic Center Station,21,C
MUNJI,J,INBOUND,Muni Powell Station,22,C
MUNJI,J,INBOUND,Muni Montgomery Station,23,C
MUNJI,J,INBOUND,Muni Embarcadero Station,24,C
MUNJO,J,OUTBOUND,Muni Embarcadero Station,0,A
MUNJO,J,OUTBOUND,Muni Montgomery Station,1,A
MUNJO,J,OUTBOUND,Muni Powell Station,2,A
MUNJO,J,OUTBOUND,Muni Civic Center Station,3,A
MUNJO,J,OUTBOUND,Muni Van Ness Station,4,A
MUNJO,J,OUTBOUND,Church/Market,5,A
MUNJO,J,OUTBOUND,16th/Church,6,B
MUNJO,J,OUTBOUND,Church/18th,7,B
MUNJO,J,OUTBOUND,20th/Church,8,B
MUNJO,J,OUTBOUND,Liberty,9,B
MUNJO,J,OUTBOUND,Chattanooga/21st,10,B
MUNJO,J,OUTBOUND,22nd/Church,11,B
MUNJO,J,OUTBOUND,24th/Church,12,B
MUNJO,J,OUTBOUND,Clipper/Church,13,B
MUNJO,J,OUTBOUND,27th/Church,14,B
MUNJO,J,OUTBOUND,Church/Day,15,B
MUNJO,J,OUTBOUND,30th/Dolores,16,C
MUNJO,J,OUTBOUND,San Jose/Randall,17,C
MUNJO,J,OUTBOUND,San Jose/Glen Park Muni stop,18,C
MUNJO,J,OUTBOUND,San Jose/Santa Rosa,19,C
MUNJO,J,OUTBOUND,San Jose/Santa Ynez,20,C
MUNJO,J,OUTBOUND,San Jose/Ocean,21,C
MUNJO,J,OUTBOUND,Geneva Muni Terminal,22,C
MUNKI,KT,INBOUND,Geneva Muni Terminal,0,A
MUNKI,KT,INBOUND,Ocean/Geneva,1,A
MUNKI,KT,INBOUND,Ocean/Lee,2,A
MUNKI,KT,INBOUND,Ocean/Miramar,3,A
MUNKI,KT,INBOUND,Dorado/Ocean/Jules,4,A
MUNKI,KT,INBOUND,Ocean/Fairfield,5,A
MUNKI,KT,INBOUND,Westgate/Cerritos/Ocean,6,A
MUNKI,KT,INBOUND,Ocean/Aptos,7,A
MUNKI,KT,INBOUND,Ocean/San Leandro,8,A
MUNKI,KT,INBOUND,Ocean/Eucalyptus/Junipero Serra,9,A
MUNKI,KT,INBOUND,St. Francis Circle,10,A
MUNKI,KT,INBOUND,14th/West Portal,11,A
MUNKI,KT,INBOUND,Ulloa/West Portal,12,B
MUNKI,KT,INBOUND,Muni Forest Hills Station,13,B
MUNKI,KT,INBOUND,Muni Castro Station,14,B
MUNKI,KT,INBOUND,Muni Church Station,15,B
MUNKI,KT,INBOUND,Muni Van Ness Station,16,B
MUNKI,KT,INBOUND,Muni Civic Center Station,17,B
MUNKI,KT,INBOUND,Muni Powell Station,18,B
MUNKI,KT,INBOUND,Muni Montgomery Station,19,B
MUNKI,KT,INBOUND,Muni Embarcadero Station,20,C
MUNKI,KT,INBOUND,Embarcadero/Folsom,21,D
MUNKI,KT,INBOUND,Embarcadero/Brannan,22,D
MUNKI,KT,INBOUND,King/2nd,23,D
MUNKI,KT,INBOUND,4th/King,24,D
MUNKI,KT,INBOUND,3rd/Mission Rock,25,E
MUNKI,KT,INBOUND,3rd/Gene Friend,26,E
MUNKI,KT,INBOUND,3rd/Mariposa,27,E
MUNKI,KT,INBOUND,3rd/20th,28,E
MUNKI,KT,INBOUND,3rd/23rd,29,E
MUNKI,KT,INBOUND,3rd/Marin,30,F
MUNKI,KT,INBOUND,3rd/Evans,31,F
MUNKI,KT,INBOUND,3rd/Hudson,32,F
MUNKI,KT,INBOUND,3rd/Kirkwood,33,F
MUNKI,KT,INBOUND,3rd/Mendell/Palou,34,F
MUNKI,KT,INBOUND,3rd/Shafter,35,F
MUNKI,KT,INBOUND,3rd/Williams/Van Dyke,36,F
