champ_name,apc_route,apc_direction,stop_sequence,stop_location,match_location,segment_number,start_or_end,updated_segment_number
MUN47O,47,OUTBOUND,32,Bryant/I-80 E Off-ramp/4th,NA,NA,NA,2
MUN47O,47,OUTBOUND,33,Brannan/4th,NA,NA,NA,2
MUN47O,47,OUTBOUND,34,Townsend/4th,4th & Townsend,1,Start,1
MUN48I,48,INBOUND,3,Quintara/46th,NA,NA,NA,Missing
MUN48I,48,INBOUND,4,Quintara/44th,NA,NA,NA,Missing
MUN48I,48,INBOUND,5,Quintara/41st,NA,NA,NA,Missing
MUN48I,48,INBOUND,7,39th/Rivera,NA,NA,NA,Missing
MUN48I,48,INBOUND,8,37th/Rivera,NA,NA,NA,Missing
MUN48I,48,INBOUND,9,36th/Quintara,NA,NA,NA,Missing
MUN48I,48,INBOUND,10,Quintara/35th,NA,NA,NA,Missing
MUN48I,48,INBOUND,11,33rd/Quintara,NA,NA,NA,Missing
MUN48I,48,INBOUND,12,Quintara/31st,NA,NA,NA,Missing
MUN48I,48,INBOUND,13,29th/Quintara,NA,NA,NA,Missing
MUN48I,48,INBOUND,14,Quintara/28th,NA,NA,NA,Missing
MUN48I,48,INBOUND,16,Quintara/26th,NA,NA,NA,Missing
MUN48I,48,INBOUND,17,24th/Quintara,NA,NA,NA,Missing
MUN48I,48,INBOUND,18,22nd/Quintara,NA,NA,NA,Missing
MUN48I,48,INBOUND,19,Quintara/19th,NA,NA,NA,Missing
MUN48I,48,INBOUND,20,17th/Quintara,NA,NA,NA,Missing
MUN48I,48,INBOUND,21,17th/Rivera,NA,NA,NA,Missing
MUN48I,48,INBOUND,22,17th/Santiago,NA,NA,NA,Missing
MUN48I,48,INBOUND,24,Taraval/14th,NA,NA,NA,Missing
MUN48I,48,INBOUND,25,Ulloa/14th,NA,NA,NA,Missing
MUN48I,48,INBOUND,26,Ulloa/Forest Side,NA,NA,NA,Missing
MUN48I,48,INBOUND,27,Ulloa/West Portal,Ulloa & West Portal,1,End,1
MUN48I,48,INBOUND,28,West Portal/Vicente,NA,NA,NA,1
MUN48I,48,INBOUND,29,Claremont/Portola,NA,NA,NA,1
MUN48I,48,INBOUND,30,San Lorenzo/Portola,NA,NA,NA,1
MUN48I,48,INBOUND,32,Portola/Rex,NA,NA,NA,1
MUN48I,48,INBOUND,33,Portola/Delsur,NA,NA,NA,1
MUN48I,48,INBOUND,34,Portola/Laguna Honda,NA,NA,NA,1
MUN48I,48,INBOUND,35,Teresita/Portola,NA,NA,NA,1
MUN48I,48,INBOUND,36,Portola/Glenview,NA,NA,NA,1
MUN48I,48,INBOUND,37,Burnett/Portola,NA,NA,NA,1
MUN48I,48,INBOUND,38,Clipper/Grand View,NA,NA,NA,1
MUN48I,48,INBOUND,39,25th/Grand View,NA,NA,NA,1
MUN48I,48,INBOUND,42,Hoffman/Grand View,NA,NA,NA,1
MUN48I,48,INBOUND,43,Grand View/21st,NA,NA,NA,1
MUN48I,48,INBOUND,44,Douglass/Romain/21st,NA,NA,NA,1
MUN48I,48,INBOUND,45,Douglass/Alvarado,NA,NA,NA,1
MUN48I,48,INBOUND,46,Douglass/24th,NA,NA,NA,1
MUN48I,48,INBOUND,47,24th/Diamond,NA,NA,NA,1
MUN48I,48,INBOUND,48,24th/Castro,NA,NA,NA,1
MUN48I,48,INBOUND,49,24th/Noe,NA,NA,NA,1
MUN48I,48,INBOUND,50,24th/Sanchez,NA,NA,NA,1
MUN48I,48,INBOUND,51,24th/Church,NA,NA,NA,1
MUN48I,48,INBOUND,52,24th/Dolores,NA,NA,NA,1
MUN48I,48,INBOUND,53,Guerrero/24th,NA,NA,NA,1
MUN48I,48,INBOUND,54,24th/Valencia,NA,NA,NA,1
MUN48I,48,INBOUND,55,24th/Mission,NA,NA,NA,1
MUN48I,48,INBOUND,56,24th/South Van Ness,NA,NA,NA,1
MUN48I,48,INBOUND,57,24th/Folsom,NA,NA,NA,1
MUN48I,48,INBOUND,58,24th/Harrison,NA,NA,NA,1
MUN48I,48,INBOUND,59,24th/Bryant,NA,NA,NA,1
MUN48I,48,INBOUND,60,24th/Potrero,Potrero & 24th St,2,End,2
MUN48I,48,INBOUND,61,23rd/Utah,23rd & Utah,3,Start,3
MUN48I,48,INBOUND,63,23rd/Kansas,NA,NA,NA,3
MUN48I,48,INBOUND,64,Rhode Island/23rd,NA,NA,NA,3
MUN48I,48,INBOUND,65,24th/Rhode Island,NA,NA,NA,3
MUN48I,48,INBOUND,66,Rhode Island/25th,NA,NA,NA,3
MUN48I,48,INBOUND,67,Rhode Island/26th,NA,NA,NA,3
MUN48I,48,INBOUND,69,Wisconsin/26th,NA,NA,NA,3
MUN48I,48,INBOUND,70,Wisconsin/25th,NA,NA,NA,3
MUN48I,48,INBOUND,71,Connecticut/25th,NA,NA,NA,3
MUN48I,48,INBOUND,72,Dakota/25th,NA,NA,NA,3
MUN48I,48,INBOUND,73,Pennsylvania/25th,NA,NA,NA,3
MUN48I,48,INBOUND,74,Pennsylvania/23rd,NA,NA,NA,3
MUN48I,48,INBOUND,75,22nd/Pennsylvania,NA,NA,NA,3
MUN48I,48,INBOUND,78,22nd/3rd,NA,NA,NA,3
MUN48I,48,INBOUND,79,3rd/20th,20th & 3rd,3,End,3
MUN48O,48,OUTBOUND,0,3rd/20th,NA,NA,NA,Missing
MUN48O,48,OUTBOUND,1,22nd/3rd,20th & 3rd,3,End,3
MUN48O,48,OUTBOUND,3,22nd/Iowa,NA,NA,NA,3
MUN48O,48,OUTBOUND,4,Pennsylvania/23rd,NA,NA,NA,3
MUN48O,48,OUTBOUND,5,Pennsylvania/25th,NA,NA,NA,3
MUN48O,48,OUTBOUND,6,Dakota/25th,NA,NA,NA,3
MUN48O,48,OUTBOUND,7,Connecticut/25th,NA,NA,NA,3
MUN48O,48,OUTBOUND,8,Wisconsin/25th,NA,NA,NA,3
MUN48O,48,OUTBOUND,9,Wisconsin/26th,NA,NA,NA,3
MUN48O,48,OUTBOUND,12,26th/Kansas,NA,NA,NA,3
MUN48O,48,OUTBOUND,13,Kansas/25th,NA,NA,NA,3
MUN48O,48,OUTBOUND,14,23rd/Kansas,NA,NA,NA,3
MUN48O,48,OUTBOUND,16,23rd/Utah,23rd & Utah,3,Start,3
MUN48O,48,OUTBOUND,17,24th/Potrero,Potrero & 24th St,2,End,2
MUN48O,48,OUTBOUND,18,24th/Bryant,NA,NA,NA,2
MUN48O,48,OUTBOUND,19,24th/Harrison,NA,NA,NA,2
MUN48O,48,OUTBOUND,20,24th/Folsom,NA,NA,NA,2
MUN48O,48,OUTBOUND,21,24th/South Van Ness,NA,NA,NA,2
MUN48O,48,OUTBOUND,22,24th/Mission,NA,NA,NA,2
MUN48O,48,OUTBOUND,23,24th/Valencia,NA,NA,NA,2
MUN48O,48,OUTBOUND,24,Guerrero/24th,NA,NA,NA,2
MUN48O,48,OUTBOUND,25,24th/Dolores,NA,NA,NA,2
MUN48O,48,OUTBOUND,26,24th/Church,NA,NA,NA,2
MUN48O,48,OUTBOUND,27,24th/Sanchez,NA,NA,NA,2
MUN48O,48,OUTBOUND,28,24th/Noe,NA,NA,NA,2
MUN48O,48,OUTBOUND,29,24th/Castro,NA,NA,NA,2
MUN48O,48,OUTBOUND,30,24th/Diamond,NA,NA,NA,2
MUN48O,48,OUTBOUND,31,Douglass/24th,NA,NA,NA,2
MUN48O,48,OUTBOUND,32,24th/Hoffman,NA,NA,NA,2
MUN48O,48,OUTBOUND,35,Hoffman/Grand View,NA,NA,NA,2
MUN48O,48,OUTBOUND,38,25th/Grand View,NA,NA,NA,2
MUN48O,48,OUTBOUND,40,Clipper/Portola/Diamond Heights,NA,NA,NA,2
MUN48O,48,OUTBOUND,41,Portola/Glenview,NA,NA,NA,2
MUN48O,48,OUTBOUND,42,O Shaughnessy/Woodside/Portola,NA,NA,NA,2
MUN48O,48,OUTBOUND,43,Portola/Laguna Honda,NA,NA,NA,2
MUN48O,48,OUTBOUND,44,Waithman/Portola,NA,NA,NA,2
MUN48O,48,OUTBOUND,45,San Pablo/Portola,NA,NA,NA,2
MUN48O,48,OUTBOUND,46,Portola/Dorchester,NA,NA,NA,2
MUN48O,48,OUTBOUND,47,Claremont/Portola,NA,NA,NA,2
MUN48O,48,OUTBOUND,48,West Portal/Vicente,NA,NA,NA,2
MUN48O,48,OUTBOUND,49,Ulloa/Lenox,NA,NA,NA,2
MUN48O,48,OUTBOUND,50,Ulloa/Forest Side,NA,NA,NA,2
MUN48O,48,OUTBOUND,51,Ulloa/14th,NA,NA,NA,2
MUN48O,48,OUTBOUND,52,Taraval/14th,NA,NA,NA,2
MUN48O,48,OUTBOUND,53,14th/Santiago,NA,NA,NA,2
MUN48O,48,OUTBOUND,54,17th/Santiago,NA,NA,NA,2
MUN48O,48,OUTBOUND,55,17th/Rivera,NA,NA,NA,2
MUN48O,48,OUTBOUND,56,17th/Quintara,NA,NA,NA,2
MUN48O,48,OUTBOUND,57,Quintara/19th,NA,NA,NA,2
MUN48O,48,OUTBOUND,58,22nd/Quintara,NA,NA,NA,2
MUN48O,48,OUTBOUND,59,24th/Quintara,NA,NA,NA,2
MUN48O,48,OUTBOUND,60,Quintara/26th,NA,NA,NA,2
MUN48O,48,OUTBOUND,61,27th/Quintara,NA,NA,NA,2
MUN48O,48,OUTBOUND,62,Quintara/28th,NA,NA,NA,2
MUN48O,48,OUTBOUND,63,29th/Quintara,NA,NA,NA,2
MUN48O,48,OUTBOUND,64,Quintara/31st,NA,NA,NA,2
MUN48O,48,OUTBOUND,65,33rd/Quintara,NA,NA,NA,2
MUN48O,48,OUTBOUND,66,Quintara/35th,NA,NA,NA,2
MUN48O,48,OUTBOUND,67,Quintara/Sunset,NA,NA,NA,2
MUN48O,48,OUTBOUND,68,Sunset/Rivera,NA,NA,NA,2
MUN48O,48,OUTBOUND,69,39th/Rivera,NA,NA,NA,2
MUN48O,48,OUTBOUND,71,Quintara/41st,NA,NA,NA,2
MUN48O,48,OUTBOUND,72,Quintara/43rd,NA,NA,NA,2
MUN48O,48,OUTBOUND,73,Quintara/46th,NA,NA,NA,2
MUN48O,48,OUTBOUND,75,Lower Great Hw/Rivera,Lower Great Hwy & Rivera,1,Start,1
MUN49I,49,INBOUND,0,Ocean/Lee,NA,NA,NA,Missing
MUN49I,49,INBOUND,4,San Jose/Ocean,NA,NA,NA,Missing
MUN49I,49,INBOUND,5,Meda/Ocean/Otsego,NA,NA,NA,Missing
MUN49I,49,INBOUND,6,Cayuga/Ocean,NA,NA,NA,Missing
MUN49I,49,INBOUND,7,Persia/Ocean,NA,NA,NA,Missing
MUN49I,49,INBOUND,8,Mission/Brazil,NA,NA,NA,Missing
MUN49I,49,INBOUND,9,Mission/Excelsior,NA,NA,NA,Missing
MUN49I,49,INBOUND,10,Silver/Mission,NA,NA,NA,Missing
MUN49I,49,INBOUND,11,Mission/Trumbull,NA,NA,NA,Missing
MUN49I,49,INBOUND,12,Murray/Bosworth/Mission,NA,NA,NA,Missing
MUN49I,49,INBOUND,13,Mission/Richland,NA,NA,NA,Missing
MUN49I,49,INBOUND,14,Leese/Mission/Highland,NA,NA,NA,Missing
MUN49I,49,INBOUND,15,Appleton/Mission,NA,NA,NA,Missing
MUN49I,49,INBOUND,16,Cortland/Mission,NA,NA,NA,Missing
MUN49I,49,INBOUND,17,30th/Mission,Mission & 30th,3,Start,3
MUN49I,49,INBOUND,18,29th/Mission,NA,NA,NA,3
MUN49I,49,INBOUND,19,Fair/Mission,NA,NA,NA,3
MUN49I,49,INBOUND,20,Mission/Coso,NA,NA,NA,3
MUN49I,49,INBOUND,21,26th/Mission,NA,NA,NA,3
MUN49I,49,INBOUND,22,24th/Mission,NA,NA,NA,3
MUN49I,49,INBOUND,23,Mission/23rd,NA,NA,NA,3
MUN49I,49,INBOUND,24,22nd/Mission,NA,NA,NA,3
MUN49I,49,INBOUND,25,Mission/21st,NA,NA,NA,3
MUN49I,49,INBOUND,26,Mission/20th,NA,NA,NA,3
MUN49I,49,INBOUND,27,Mission/19th,NA,NA,NA,3
MUN49I,49,INBOUND,28,Mission/18th,NA,NA,NA,3
MUN49I,49,INBOUND,29,Mission/16th,NA,NA,NA,3
MUN49I,49,INBOUND,30,15th/Mission,NA,NA,NA,3
MUN49I,49,INBOUND,31,14th/Mission,NA,NA,NA,3
MUN49I,49,INBOUND,32,Duboce/Mission/Otis,NA,NA,NA,3
MUN49I,49,INBOUND,33,12th/Mission/Otis/South Van Ness,NA,NA,NA,3
MUN49I,49,INBOUND,34,Market/Van Ness,NA,NA,NA,3
MUN49I,49,INBOUND,35,Van Ness/Grove,Van Ness & Grove,1,End,1
MUN49I,49,INBOUND,36,Van Ness/Mc Allister,NA,NA,NA,1
MUN49I,49,INBOUND,37,Turk/Van Ness,Van Ness & Oak,2,Start,2
MUN49I,49,INBOUND,38,Van Ness/Eddy,NA,NA,NA,2
MUN49I,49,INBOUND,39,Van Ness/O Farrell,NA,NA,NA,2
MUN49I,49,INBOUND,40,Van Ness/Post,NA,NA,NA,2
MUN49I,49,INBOUND,41,Van Ness/Sutter,NA,NA,NA,2
MUN49I,49,INBOUND,42,Van Ness/California,NA,NA,NA,2
MUN49I,49,INBOUND,43,Van Ness/Clay,NA,NA,NA,2
MUN49I,49,INBOUND,44,Van Ness/Jackson,NA,NA,NA,2
MUN49I,49,INBOUND,45,Van Ness/Broadway,NA,NA,NA,2
MUN49I,49,INBOUND,46,Van Ness/Union,NA,NA,NA,2
MUN49I,49,INBOUND,47,Greenwich/Van Ness,NA,NA,NA,2
MUN49I,49,INBOUND,48,Van Ness/Chestnut,NA,NA,NA,2
MUN49I,49,INBOUND,49,Van Ness/Francisco,NA,NA,NA,2
MUN49I,49,INBOUND,50,North Point/Van Ness,Van Ness & North Point,1,Start,1
MUN49O,49,OUTBOUND,0,North Point/Van Ness,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,1,Van Ness/Chestnut,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,2,Greenwich/Van Ness,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,3,Van Ness/Union,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,4,Vallejo/Van Ness,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,5,Van Ness/Pacific,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,6,Van Ness/Jackson,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,7,Van Ness/Sacramento,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,8,Van Ness/Pine,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,9,Van Ness/Sutter,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,10,Geary/Van Ness,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,11,Van Ness/O Farrell,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,12,Van Ness/Eddy,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,13,Van Ness/Mc Allister,NA,NA,NA,Missing
MUN49O,49,OUTBOUND,14,Van Ness/Grove,Van Ness & Grove,1,End,1
MUN49O,49,OUTBOUND,15,Oak/Van Ness,Van Ness & Oak,2,Start,2
MUN49O,49,OUTBOUND,16,12th/Mission/Otis/South Van Ness,NA,NA,NA,2
MUN49O,49,OUTBOUND,17,Otis/Duboce/McCoppin,NA,NA,NA,2
MUN49O,49,OUTBOUND,18,14th/Mission,NA,NA,NA,2
MUN49O,49,OUTBOUND,19,15th/Mission,NA,NA,NA,2
MUN49O,49,OUTBOUND,20,Mission/16th,NA,NA,NA,2
MUN49O,49,OUTBOUND,21,Mission/18th,NA,NA,NA,2
MUN49O,49,OUTBOUND,22,Mission/19th,NA,NA,NA,2
MUN49O,49,OUTBOUND,23,Mission/20th,NA,NA,NA,2
MUN49O,49,OUTBOUND,24,Mission/21st,NA,NA,NA,2
MUN49O,49,OUTBOUND,25,22nd/Mission,NA,NA,NA,2
MUN49O,49,OUTBOUND,26,Mission/23rd,NA,NA,NA,2
MUN49O,49,OUTBOUND,27,24th/Mission,NA,NA,NA,2
MUN49O,49,OUTBOUND,28,26th/Mission,NA,NA,NA,2
MUN49O,49,OUTBOUND,29,Mission/Coso,NA,NA,NA,2
MUN49O,49,OUTBOUND,30,Valencia/Mission,NA,NA,NA,2
MUN49O,49,OUTBOUND,31,29th/Mission,NA,NA,NA,2
MUN49O,49,OUTBOUND,32,30th/Mission,Mission & 30th,3,Start,3
MUN49O,49,OUTBOUND,33,Cortland/Mission,NA,NA,NA,3
MUN49O,49,OUTBOUND,34,Appleton/Mission,NA,NA,NA,3
MUN49O,49,OUTBOUND,35,Leese/Mission/Highland,NA,NA,NA,3
MUN49O,49,OUTBOUND,36,Mission/Richland,NA,NA,NA,3
MUN49O,49,OUTBOUND,37,Murray/Bosworth/Mission,NA,NA,NA,3
MUN49O,49,OUTBOUND,39,Mission/Trumbull,NA,NA,NA,3
MUN49O,49,OUTBOUND,40,Silver/Mission,NA,NA,NA,3
MUN49O,49,OUTBOUND,41,Francis/Mission,NA,NA,NA,3
MUN49O,49,OUTBOUND,42,Norton/Mission,NA,NA,NA,3
MUN49O,49,OUTBOUND,43,Ocean/Mission,NA,NA,NA,3
MUN49O,49,OUTBOUND,44,Cayuga/Ocean,NA,NA,NA,3
MUN49O,49,OUTBOUND,45,Meda/Ocean/Otsego,NA,NA,NA,3
MUN49O,49,OUTBOUND,46,San Jose/Ocean,NA,NA,NA,3
MUN49O,49,OUTBOUND,47,Ocean/Howth,NA,NA,NA,3
MUN49O,49,OUTBOUND,48,Ocean/Lee,NA,NA,NA,3
MUN52I,52,INBOUND,0,Persia/Dublin,NA,NA,NA,Missing
MUN52I,52,INBOUND,6,Brazil/Paris,NA,NA,NA,Missing
MUN52I,52,INBOUND,8,Mission/Excelsior,NA,NA,NA,Missing
MUN52I,52,INBOUND,9,Silver/Mission,NA,NA,NA,Missing
MUN52I,52,INBOUND,11,Cayuga/Rousseau,NA,NA,NA,Missing
MUN52I,52,INBOUND,12,Bosworth/Still/Lyell,NA,NA,NA,Missing
MUN52I,52,INBOUND,13,Bosworth/Diamond,NA,NA,NA,Missing
MUN52I,52,INBOUND,14,Diamond/Chenery,NA,NA,NA,Missing
MUN52I,52,INBOUND,15,Surrey/Diamond,NA,NA,NA,Missing
MUN52I,52,INBOUND,18,Diamond/Moffitt,NA,NA,NA,Missing
MUN52I,52,INBOUND,21,Berkeley/Diamond Heights,NA,NA,NA,Missing
MUN52I,52,INBOUND,23,Diamond/Diamond Heights,NA,NA,NA,Missing
MUN52I,52,INBOUND,25,Duncan/Diamond Heights,NA,NA,NA,Missing
MUN52I,52,INBOUND,26,Safira/Diamond Heights,NA,NA,NA,Missing
MUN52I,52,INBOUND,27,Duncan/Diamond Heights,NA,NA,NA,Missing
MUN52I,52,INBOUND,28,Portola/Glenview,NA,NA,NA,Missing
MUN52I,52,INBOUND,29,O Shaughnessy/Woodside/Portola,NA,NA,NA,Missing
MUN52I,52,INBOUND,30,Woodside/Ulloa,NA,NA,NA,Missing
MUN52I,52,INBOUND,31,Hernandez/Woodside,NA,NA,NA,Missing
MUN52I,52,INBOUND,32,Dewey/Laguna Honda,NA,NA,NA,Missing
MUN52I,52,INBOUND,33,Laguna Honda/Hospital,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,0,Laguna Honda/Hospital,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,1,Woodside/Balceta,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,4,O Shaughnessy/Woodside/Portola,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,6,Burnett/Portola,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,7,Duncan/Red Rock/Amber,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,10,Duncan/Diamond Heights,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,12,Diamond/Diamond Heights,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,13,Gold Mine/Addison/Diamond Heights,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,14,Berkeley/Diamond Heights,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,17,Diamond/Moffitt,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,20,Surrey/Diamond,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,21,Diamond/Chenery,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,22,Bosworth/Diamond,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,23,Alemany/Lyell,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,24,Silver/Alemany,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,25,Silver/Mission,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,26,Mission/Excelsior,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,28,Madrid/Excelsior,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,29,Naples/Excelsior,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,30,Naples/Brazil,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,31,Brazil/Athens,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,33,Munich/Brazil,NA,NA,NA,Missing
MUN52O,52,OUTBOUND,35,Prague/Persia,NA,NA,NA,Missing
MUN54I,54,INBOUND,0,Delong/John Daly,NA,NA,NA,Missing
MUN54I,54,INBOUND,2,Arch/Worcester/Alemany,NA,NA,NA,Missing
MUN54I,54,INBOUND,4,Orizaba/Sagamore,NA,NA,NA,Missing
MUN54I,54,INBOUND,5,Sagamore/Capitol,NA,NA,NA,Missing
MUN54I,54,INBOUND,6,Plymouth/Sickles/San Jose,NA,NA,NA,Missing
MUN54I,54,INBOUND,7,Plymouth/Broad,NA,NA,NA,Missing
MUN54I,54,INBOUND,8,Plymouth/Lobos,NA,NA,NA,Missing
MUN54I,54,INBOUND,10,Plymouth/Thrift,NA,NA,NA,Missing
MUN54I,54,INBOUND,11,Plymouth/Lakeview,NA,NA,NA,Missing
MUN54I,54,INBOUND,12,Plymouth/Grafton,NA,NA,NA,Missing
MUN54I,54,INBOUND,13,Lee/Grafton,NA,NA,NA,Missing
MUN54I,54,INBOUND,15,Louisburg/Mount Vernon,NA,NA,NA,Missing
MUN54I,54,INBOUND,17,Geneva/Louisburg,NA,NA,NA,Missing
MUN54I,54,INBOUND,18,San Jose/Geneva,NA,NA,NA,Missing
MUN54I,54,INBOUND,19,Delano/Geneva,Geneva & Delano,2,End,2
MUN54I,54,INBOUND,20,Cayuga/Geneva,NA,NA,NA,2
MUN54I,54,INBOUND,21,Mission/Geneva,NA,NA,NA,2
MUN54I,54,INBOUND,22,Geneva/Paris,NA,NA,NA,2
MUN54I,54,INBOUND,23,Madrid/Geneva,NA,NA,NA,2
MUN54I,54,INBOUND,24,Naples/Geneva,NA,NA,NA,2
MUN54I,54,INBOUND,26,Naples/Italy,NA,NA,NA,2
MUN54I,54,INBOUND,27,Naples/France,NA,NA,NA,2
MUN54I,54,INBOUND,28,Naples/Russia,NA,NA,NA,2
MUN54I,54,INBOUND,29,Russia/Moscow,NA,NA,NA,2
MUN54I,54,INBOUND,31,Prague/Persia,NA,NA,NA,2
MUN54I,54,INBOUND,32,Persia/Moscow,NA,NA,NA,2
MUN54I,54,INBOUND,33,Persia/Athens,NA,NA,NA,2
MUN54I,54,INBOUND,34,Brazil/Athens,NA,NA,NA,2
MUN54I,54,INBOUND,35,Athens/Excelsior,NA,NA,NA,2
MUN54I,54,INBOUND,36,Athens/Avalon,NA,NA,NA,2
MUN54I,54,INBOUND,40,Felton/Gambier,NA,NA,NA,2
MUN54I,54,INBOUND,43,Cambridge/Felton,NA,NA,NA,2
MUN54I,54,INBOUND,44,Felton/Amherst,NA,NA,NA,2
MUN54I,54,INBOUND,45,Felton/Princeton,NA,NA,NA,2
MUN54I,54,INBOUND,46,Felton/University,NA,NA,NA,2
MUN54I,54,INBOUND,47,Bacon/University,NA,NA,NA,2
MUN54I,54,INBOUND,48,University/Woolsey,NA,NA,NA,2
MUN54I,54,INBOUND,50,Hamilton/Woolsey,NA,NA,NA,2
MUN54I,54,INBOUND,52,Bacon/Somerset,NA,NA,NA,2
MUN54I,54,INBOUND,54,Girard/Bacon,Bacon & Girard,2,Start,2
MUN54I,54,INBOUND,55,Bacon/San Bruno,Bacon & San Bruno,1,End,1
MUN54I,54,INBOUND,56,Donner/Phelps,NA,NA,NA,1
MUN54I,54,INBOUND,57,Phelps/Carroll,NA,NA,NA,1
MUN54I,54,INBOUND,59,Scotia/Bridgeview/Thornton,NA,NA,NA,1
MUN54I,54,INBOUND,60,Topeka/Bridgeview,NA,NA,NA,1
MUN54I,54,INBOUND,61,Topeka/Venus/Newhall,NA,NA,NA,1
MUN54I,54,INBOUND,62,Topeka/Thornton,NA,NA,NA,1
MUN54I,54,INBOUND,64,3rd/Williams/Van Dyke,NA,NA,NA,1
MUN54I,54,INBOUND,65,Keith/Van Dyke,NA,NA,NA,1
MUN54I,54,INBOUND,66,Van Dyke/Jennings,NA,NA,NA,1
MUN54I,54,INBOUND,67,Ingalls/Van Dyke,NA,NA,NA,1
MUN54I,54,INBOUND,69,Ingalls/Revere,NA,NA,NA,1
MUN54I,54,INBOUND,71,Revere/Lane,NA,NA,NA,1
MUN54I,54,INBOUND,73,3rd/Mendell/Palou,NA,NA,NA,1
MUN54I,54,INBOUND,74,3rd/La Salle,NA,NA,NA,1
MUN54I,54,INBOUND,75,Jerrold/3rd/Newhall,NA,NA,NA,1
MUN54I,54,INBOUND,76,3rd/Hudson,Hudson & 3rd,1,Start,1
MUN54I,54,INBOUND,77,Mendell/Hudson,NA,NA,NA,1
MUN54I,54,INBOUND,79,Hudson/Cashmere,NA,NA,NA,1
MUN54I,54,INBOUND,80,Ardath/Hudson,NA,NA,NA,1
MUN54I,54,INBOUND,81,Whitney Young/Hudson,NA,NA,NA,1
MUN54I,54,INBOUND,82,Hudson/Ingalls,NA,NA,NA,1
MUN54I,54,INBOUND,84,Harbor/Northridge,NA,NA,NA,1
MUN54I,54,INBOUND,86,Kirkwood/Earl,NA,NA,NA,1
MUN54I,54,INBOUND,91,Ingalls/La Salle,NA,NA,NA,1
MUN54I,54,INBOUND,93,Newcomb/La Salle,NA,NA,NA,1
MUN54I,54,INBOUND,96,Hudson/Cashmere,NA,NA,NA,1
MUN54O,54,OUTBOUND,0,3rd/Hudson,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,4,3rd/Bayview/Revere,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,7,Ingalls/Revere,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,8,Ingalls/Thomas,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,9,Ingalls/Van Dyke,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,10,Van Dyke/Jennings,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,11,Keith/Van Dyke,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,13,3rd/Williams/Van Dyke,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,15,Reddy/Thornton,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,17,Topeka/Bridgeview,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,18,Scotia/Bridgeview/Thornton,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,20,Phelps/Carroll,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,21,Bacon/Bayshore,NA,NA,NA,Missing
MUN54O,54,OUTBOUND,22,Bacon/San Bruno,Bacon & San Bruno,1,End,1
MUN54O,54,OUTBOUND,23,Girard/Bacon,Bacon & Girard,2,Start,2
MUN54O,54,OUTBOUND,25,Bacon/Somerset,NA,NA,NA,2
MUN54O,54,OUTBOUND,27,Hamilton/Woolsey,NA,NA,NA,2
MUN54O,54,OUTBOUND,29,University/Woolsey,NA,NA,NA,2
